tradeId,tickerA,tickerB,sector,entryDate,exitDate,direction,entryPriceA,entryPriceB,beta,olsR2,halfLife,kappa,sigma,theta,ouR2,entryRollingZ,entryOuZ,exitRollingZ,exitOuZ,mlScore,mlGrade,mlProb,holdDays,exitReason,pnlUsd,pnlPct,pnlAfterCost,cost,zReverted,betaDriftAtExit,maxBetaDrift,maxPnlPct,minPnlPct
89,RTX,LDOS,DEFENSE,2026-03-27,2026-04-02,LONG_A_SHORT_B,189.71,155.53,0.178834,0.0339,54.19,0.01279,0.219452,3.909911,0.9762,-2.1061,5.01,-0.3695,5.3564,-3,D,0.25,4,REVERT,30.48,3.048,22.48,8,1,464.9,466.27,3.048,-1.195
90,RTX,RHM.DE,DEFENSE,2025-06-09,2025-06-25,SHORT_A_LONG_B,139.3464,1788,0.189881,0.3999,24.47,0.028331,0.233679,3.523151,0.9576,2.2141,-0.1322,0.2282,0.0007,-4,D,0.2083,11,REVERT,-8.15,-0.815,-16.15,8,1,243.03,246.85,0.508,-5.952
91,RTX,RHM.DE,DEFENSE,2025-07-17,2025-08-06,SHORT_A_LONG_B,149.7445,1841,0.189881,0.3999,24.47,0.028331,0.233679,3.523151,0.9576,2.1602,0.9418,0.4887,1.4866,-4,D,0.2083,14,REVERT,-33.98,-3.398,-41.98,8,1,246.85,251,0.641,-5.674
92,RTX,RHM.DE,DEFENSE,2025-08-20,2025-09-02,SHORT_A_LONG_B,155.4572,1557.5,0.189881,0.3999,24.47,0.028331,0.233679,3.523151,0.9576,2.6625,2.0607,-0.0775,1.8506,-3,D,0.25,8,REVERT,14.28,1.428,6.28,8,1,247.89,255.64,1.428,-1.624
93,RTX,RHM.DE,DEFENSE,2025-09-08,2025-09-16,LONG_A_SHORT_B,153.1043,1791,0.189881,0.3999,24.47,0.028331,0.233679,3.523151,0.9576,-2.3855,1.3852,-0.4865,1.653,-4,D,0.2083,6,REVERT,16.61,1.661,8.61,8,1,246.24,249.75,1.661,-1.474
94,RTX,RHM.DE,DEFENSE,2025-09-30,2025-10-09,SHORT_A_LONG_B,166.1195,1988.5,0.189881,0.3999,24.47,0.028331,0.233679,3.523151,0.9576,2.5208,2.3833,0.1041,2.0427,-3,D,0.25,7,REVERT,20.85,2.085,12.85,8,1,248.94,251.21,2.085,-2.152
95,RTX,RHM.DE,DEFENSE,2025-10-21,2025-11-12,SHORT_A_LONG_B,171.7882,1780.5,0.189881,0.3999,24.47,0.028331,0.233679,3.523151,0.9576,2.6447,3.2652,0.4459,3.7558,-3,D,0.25,16,REVERT,-30.66,-3.066,-38.66,8,1,256.19,261.06,-1.339,-4.106
96,RTX,RHM.DE,DEFENSE,2025-11-28,2025-12-04,SHORT_A_LONG_B,174.331,1480.5,0.189881,0.3999,24.47,0.028331,0.233679,3.523151,0.9576,2.0125,4.0693,-0.2894,3.612,-4,D,0.2083,4,REVERT,28.21,2.821,20.21,8,1,262.86,265.53,4.187,2.821
97,RTX,RHM.DE,DEFENSE,2025-12-12,2026-01-07,SHORT_A_LONG_B,178.0686,1616,0.189881,0.3999,24.47,0.028331,0.233679,3.523151,0.9576,2.0136,4.1434,0.1245,4.3975,-4,D,0.2083,13,REVERT,-15.01,-1.501,-23.01,8,1,250.01,267.71,-0.229,-5.108
98,RTX,RHM.DE,DEFENSE,2026-01-14,2026-02-09,SHORT_A_LONG_B,198.1817,1899,0.189881,0.3999,24.47,0.028331,0.233679,3.523151,0.9576,2.1806,5.3784,0.365,5.5949,-4,D,0.2083,17,REVERT,-11.67,-1.167,-19.67,8,1,262.16,266.04,1.347,-3.728
99,RTX,RHM.DE,DEFENSE,2026-02-12,2026-03-12,SHORT_A_LONG_B,200.4741,1579.5,0.189881,0.3999,24.47,0.028331,0.233679,3.523151,0.9576,2.1035,6.1301,0.2472,6.3926,-4,D,0.2083,19,REVERT,-16.29,-1.629,-24.29,8,1,262.33,273.7,3.474,-5.252
100,RTX,RHM.DE,DEFENSE,2026-03-30,2026-04-07,LONG_A_SHORT_B,187.15,1409.5,0.189881,0.3999,24.47,0.028331,0.233679,3.523151,0.9576,-2.2262,5.3676,-0.1953,6.0185,-4,D,0.2083,4,REVERT,41.18,4.118,33.18,8,1,267.21,275.69,4.118,1.728
101,RTX,HAG.DE,DEFENSE,2025-06-13,2025-06-25,SHORT_A_LONG_B,144.0019,94.2,0.145635,0.128,28.8,0.024071,0.231674,4.237086,0.9712,2.6142,1.0639,0.1199,0.6055,-3,D,0.25,7,REVERT,30.05,3.005,22.05,8,1,581.36,623.35,3.005,-2.263
102,RTX,HAG.DE,DEFENSE,2025-07-17,2025-08-15,SHORT_A_LONG_B,149.7445,103,0.145635,0.128,28.8,0.024071,0.231674,4.237086,0.9712,2.1832,1.4563,0.3488,2.1798,-4,D,0.2083,21,REVERT,-46.04,-4.604,-54.04,8,1,503.85,616.7,1.156,-6.018
103,RTX,HAG.DE,DEFENSE,2025-08-20,2025-09-02,SHORT_A_LONG_B,155.4572,80.3,0.145635,0.128,28.8,0.024071,0.231674,4.237086,0.9712,2.9579,2.5643,0.1987,2.3915,-3,D,0.25,8,REVERT,12.97,1.297,4.97,8,1,582.74,649.61,1.465,-1.62
104,RTX,HAG.DE,DEFENSE,2025-09-09,2025-09-11,LONG_A_SHORT_B,150.6522,90.65,0.145635,0.128,28.8,0.024071,0.231674,4.237086,0.9712,-2.4747,1.8268,-0.4092,2.277,-4,D,0.2083,2,REVERT,30.45,3.045,22.45,8,1,623.9,633.25,3.045,1.877
105,RTX,HAG.DE,DEFENSE,2025-09-30,2025-10-17,SHORT_A_LONG_B,166.1195,109.2,0.145635,0.128,28.8,0.024071,0.231674,4.237086,0.9712,2.3178,2.8886,-0.433,2.424,-4,D,0.2083,13,REVERT,31.58,3.158,23.58,8,1,515.79,622.76,5.208,-1.106
106,RTX,HAG.DE,DEFENSE,2025-10-21,2025-11-13,SHORT_A_LONG_B,171.7882,98.65,0.145635,0.128,28.8,0.024071,0.231674,4.237086,0.9712,2.6999,3.6155,0.2276,4.0787,-3,D,0.25,17,REVERT,-28.72,-2.872,-36.72,8,1,604.91,646.02,-1.544,-5.188
107,RTX,HAG.DE,DEFENSE,2025-11-28,2025-12-04,SHORT_A_LONG_B,174.331,68.35,0.145635,0.128,28.8,0.024071,0.231674,4.237086,0.9712,2.2586,4.6398,0.3588,4.3049,-4,D,0.2083,4,REVERT,22.07,2.207,14.07,8,1,685.49,698.85,3.683,2.207
108,RTX,HAG.DE,DEFENSE,2025-12-11,2026-01-07,SHORT_A_LONG_B,176.8327,71.3,0.145635,0.128,28.8,0.024071,0.231674,4.237086,0.9712,2.554,4.7615,0.2024,5.0178,-3,D,0.25,14,REVERT,-15.08,-1.508,-23.08,8,1,527.23,693.82,-0.223,-5.13
109,RTX,HAG.DE,DEFENSE,2026-01-14,2026-02-05,SHORT_A_LONG_B,198.1817,90.7,0.145635,0.128,28.8,0.024071,0.231674,4.237086,0.9712,2.4728,5.9482,0.4739,6.1068,-4,D,0.2083,15,REVERT,-8.61,-0.861,-16.61,8,1,604.25,674.51,1.381,-3.989
110,RTX,HAG.DE,DEFENSE,2026-03-02,2026-03-12,SHORT_A_LONG_B,212.16,78.05,0.145635,0.128,28.8,0.024071,0.231674,4.237086,0.9712,2.9377,7.3018,-0.2116,6.6259,-3,D,0.25,8,REVERT,44.01,4.401,36.01,8,1,606.73,705.96,4.401,0.32
111,RTX,HAG.DE,DEFENSE,2026-03-30,2026-04-07,LONG_A_SHORT_B,187.15,70.9,0.145635,0.128,28.8,0.024071,0.231674,4.237086,0.9712,-2.2078,5.6264,-0.4608,6.176,-4,D,0.2083,4,REVERT,36.8,3.68,28.8,8,1,613.15,698,3.68,1.621
112,RTX,HO.PA,DEFENSE,2025-06-09,2025-06-25,SHORT_A_LONG_B,139.3464,257.9786,0.232391,0.1686,33.02,0.02099,0.227912,3.581297,0.9703,2.273,0.9309,0.4258,1.1923,-4,D,0.2083,11,REVERT,-17.82,-1.782,-25.82,8,1,276.87,279.57,0.902,-6.298
113,RTX,HO.PA,DEFENSE,2025-07-16,2025-08-11,SHORT_A_LONG_B,148.4299,245.4332,0.232391,0.1686,33.02,0.02099,0.227912,3.581297,0.9703,2.1919,1.9974,0.484,2.6851,-4,D,0.2083,18,REVERT,-47.99,-4.799,-55.99,8,1,275.86,281.73,0.411,-6.555
114,RTX,HO.PA,DEFENSE,2025-08-26,2025-09-11,SHORT_A_LONG_B,158.4156,224.2253,0.232391,0.1686,33.02,0.02099,0.227912,3.581297,0.9703,3.2445,3.2263,-0.4212,2.7917,-3,D,0.25,11,REVERT,31.12,3.112,23.12,8,1,278.81,292.68,5.21,-0.601
115,RTX,HO.PA,DEFENSE,2025-09-30,2025-10-09,SHORT_A_LONG_B,166.1195,265.4462,0.232391,0.1686,33.02,0.02099,0.227912,3.581297,0.9703,2.1178,3.3443,-0.2688,2.9458,-4,D,0.2083,7,REVERT,27.47,2.747,19.47,8,1,276.83,285.6,2.747,-1.709
116,RTX,HO.PA,DEFENSE,2025-10-21,2025-11-13,SHORT_A_LONG_B,171.7882,254.5933,0.232391,0.1686,33.02,0.02099,0.227912,3.581297,0.9703,2.4336,3.9616,-0.1033,4.1967,-4,D,0.2083,17,REVERT,-16.22,-1.622,-24.22,8,1,288.38,292.13,-1.622,-4.944
117,RTX,HO.PA,DEFENSE,2025-12-11,2026-01-07,SHORT_A_LONG_B,176.8327,228.4,0.232391,0.1686,33.02,0.02099,0.227912,3.581297,0.9703,2.4679,4.7347,-0.411,4.8515,-4,D,0.2083,16,REVERT,-6.04,-0.604,-14.04,8,1,266.22,302.51,0.032,-5.332
118,RTX,HO.PA,DEFENSE,2026-01-14,2026-01-26,SHORT_A_LONG_B,198.1817,263.1,0.232391,0.1686,33.02,0.02099,0.227912,3.581297,0.9703,2.3754,5.8922,0.3767,5.6344,-4,D,0.2083,7,REVERT,17.86,1.786,9.86,8,1,291.58,301.27,1.786,-1.682
119,RTX,HO.PA,DEFENSE,2026-02-17,2026-02-24,SHORT_A_LONG_B,202.8263,248.9,0.232391,0.1686,33.02,0.02099,0.227912,3.581297,0.9703,2.0096,6.4068,-0.2476,6.0657,-4,D,0.2083,5,REVERT,23.67,2.367,15.67,8,1,299.31,301.95,2.367,0.346
120,RTX,HO.PA,DEFENSE,2026-03-02,2026-03-12,SHORT_A_LONG_B,212.16,255.9,0.232391,0.1686,33.02,0.02099,0.227912,3.581297,0.9703,2.8853,6.9569,-0.3537,6.3428,-3,D,0.25,8,REVERT,42.08,4.208,34.08,8,1,292.02,306.01,4.208,-0.195
121,RTX,HO.PA,DEFENSE,2026-03-27,2026-04-08,LONG_A_SHORT_B,189.71,237.9,0.232391,0.1686,33.02,0.02099,0.227912,3.581297,0.9703,-2.0238,5.6027,0.2509,6.1792,-4,D,0.2083,6,REVERT,40.93,4.093,32.93,8,1,292.91,300.03,4.093,-2.15
122,RTX,BA.L,DEFENSE,2025-06-09,2025-06-25,SHORT_A_LONG_B,139.3464,1922.3612,0.256578,0.0526,41.48,0.016712,0.217133,2.931965,0.9766,2.069,0.8678,0.4871,1.0955,-3,D,0.25,11,REVERT,-16.65,-1.665,-24.65,8,1,153.72,154.4,1.071,-5.206
123,RTX,BA.L,DEFENSE,2025-07-14,2025-08-14,SHORT_A_LONG_B,147.5503,1910.3621,0.256578,0.0526,41.48,0.016712,0.217133,2.931965,0.9766,2.2221,1.6539,0.1787,2.4157,-3,D,0.25,23,REVERT,-57.05,-5.705,-65.05,8,1,155.32,158.6,0.026,-7.795
124,RTX,BA.L,DEFENSE,2025-08-20,2025-09-05,SHORT_A_LONG_B,155.4572,1726.8754,0.256578,0.0526,41.48,0.016712,0.217133,2.931965,0.9766,2.1993,2.6979,0.2567,2.6792,-3,D,0.25,10,REVERT,1.49,0.149,-6.51,8,1,160.25,161.51,0.773,-2.005
125,RTX,BA.L,DEFENSE,2025-09-09,2025-09-22,LONG_A_SHORT_B,150.6522,1792.3706,0.256578,0.0526,41.48,0.016712,0.217133,2.931965,0.9766,-2.3204,2.1506,-0.2286,2.4911,-3,D,0.25,9,REVERT,25.56,2.556,17.56,8,1,155.44,158.44,2.556,0.004
126,RTX,BA.L,DEFENSE,2025-09-30,2025-10-09,SHORT_A_LONG_B,166.1195,2058.8513,0.256578,0.0526,41.48,0.016712,0.217133,2.931965,0.9766,2.2246,2.9816,-0.1742,2.6378,-3,D,0.25,7,REVERT,25.29,2.529,17.29,8,1,157.07,159.33,2.529,-1.988
127,RTX,BA.L,DEFENSE,2025-10-21,2025-11-13,SHORT_A_LONG_B,171.7882,1870.365,0.256578,0.0526,41.48,0.016712,0.217133,2.931965,0.9766,2.7858,3.7593,-0.0539,3.9494,-2,D,0.2917,17,REVERT,-14.08,-1.408,-22.08,8,1,164.36,165.93,-0.855,-4.55
128,RTX,BA.L,DEFENSE,2025-12-11,2026-01-07,SHORT_A_LONG_B,176.8327,1691,0.256578,0.0526,41.48,0.016712,0.217133,2.931965,0.9766,2.4242,4.4919,-0.2052,4.6575,-3,D,0.25,16,REVERT,-11.18,-1.118,-19.18,8,1,163.37,169.93,-0.028,-4.739
129,RTX,BA.L,DEFENSE,2026-01-14,2026-01-26,SHORT_A_LONG_B,198.1817,2038,0.256578,0.0526,41.48,0.016712,0.217133,2.931965,0.9766,2.1956,5.3753,0.4213,5.166,-3,D,0.25,7,REVERT,15.5,1.55,7.5,8,1,166.52,167.85,1.6,-0.92
130,RTX,BA.L,DEFENSE,2026-02-24,2026-02-27,LONG_A_SHORT_B,198.46,2141,0.256578,0.0526,41.48,0.016712,0.217133,2.931965,0.9766,-2.2367,5.2249,0.1493,5.549,-3,D,0.25,3,REVERT,24.44,2.444,16.44,8,1,167.34,167.34,2.444,-0.83
131,RTX,BA.L,DEFENSE,2026-03-30,2026-04-07,LONG_A_SHORT_B,187.15,2132,0.256578,0.0526,41.48,0.016712,0.217133,2.931965,0.9766,-2.2586,4.4551,-0.3088,5.0061,-3,D,0.25,4,REVERT,42.38,4.238,34.38,8,1,163.17,163.72,4.238,2.083
132,RTX,LDO.MI,DEFENSE,2025-06-09,2025-06-25,SHORT_A_LONG_B,139.3464,51.4845,0.23981,0.3816,23.93,0.028961,0.226024,3.973662,0.9619,2.1738,0.3066,0.488,0.7927,-4,D,0.2083,11,REVERT,-27.41,-2.741,-35.41,8,1,387.19,405.81,0.234,-7.08
133,RTX,LDO.MI,DEFENSE,2025-07-16,2025-08-06,SHORT_A_LONG_B,148.4299,46.44,0.23981,0.3816,23.93,0.028961,0.226024,3.973662,0.9619,2.2478,1.7921,0.2167,2.1362,-4,D,0.2083,15,REVERT,-20.48,-2.048,-28.48,8,1,358.1,413.04,1.632,-4.706
134,RTX,LDO.MI,DEFENSE,2025-08-20,2025-08-22,SHORT_A_LONG_B,155.4572,44.86,0.23981,0.3816,23.93,0.028961,0.226024,3.973662,0.9619,2.2819,2.7143,0.2423,2.4575,-4,D,0.2083,2,REVERT,15.55,1.555,7.55,8,1,416.99,418.06,1.555,1.332
135,RTX,LDO.MI,DEFENSE,2025-08-28,2025-09-02,SHORT_A_LONG_B,159.4978,48.36,0.23981,0.3816,23.93,0.028961,0.226024,3.973662,0.9619,2.0982,2.8435,0.2636,2.514,-4,D,0.2083,2,REVERT,19.37,1.937,11.37,8,1,414.4,415.31,1.937,1.466
136,RTX,LDO.MI,DEFENSE,2025-09-09,2025-09-11,LONG_A_SHORT_B,150.6522,47.26,0.23981,0.3816,23.93,0.028961,0.226024,3.973662,0.9619,-2.3953,1.9723,-0.2955,2.4057,-4,D,0.2083,2,REVERT,26.04,2.604,18.04,8,1,409.01,413.8,2.604,1.563
137,RTX,LDO.MI,DEFENSE,2025-09-30,2025-10-17,SHORT_A_LONG_B,166.1195,54.02,0.23981,0.3816,23.93,0.028961,0.226024,3.973662,0.9619,2.5234,3.0824,-0.2758,2.5778,-3,D,0.25,13,REVERT,29.78,2.978,21.78,8,1,354.23,408.68,5.258,-0.778
138,RTX,LDO.MI,DEFENSE,2025-10-21,2025-11-13,SHORT_A_LONG_B,171.7882,50.82,0.23981,0.3816,23.93,0.028961,0.226024,3.973662,0.9619,2.8151,3.8971,-0.3386,3.9439,-3,D,0.25,17,REVERT,-2.77,-0.277,-10.77,8,1,391.66,422.65,-0.277,-3.982
139,RTX,LDO.MI,DEFENSE,2025-12-11,2026-01-07,SHORT_A_LONG_B,176.8327,47.64,0.23981,0.3816,23.93,0.028961,0.226024,3.973662,0.9619,2.2895,4.6483,-0.2322,4.6694,-4,D,0.2083,14,REVERT,2.09,0.209,-5.91,8,1,313.03,430.45,0.209,-3.822
140,RTX,LDO.MI,DEFENSE,2026-01-14,2026-01-26,SHORT_A_LONG_B,198.1817,58.1,0.23981,0.3816,23.93,0.028961,0.226024,3.973662,0.9619,2.4695,5.7703,0.4155,5.4769,-4,D,0.2083,7,REVERT,17.17,1.717,9.17,8,1,399.58,418.26,1.85,-1.169
141,RTX,LDO.MI,DEFENSE,2026-03-02,2026-03-09,SHORT_A_LONG_B,212.16,58.22,0.23981,0.3816,23.93,0.028961,0.226024,3.973662,0.9619,2.8804,6.914,0.3614,6.3117,-3,D,0.25,5,REVERT,36.07,3.607,28.07,8,1,358.74,421.93,3.607,1.296
142,RTX,AIR.PA,DEFENSE,2025-06-11,2025-06-24,SHORT_A_LONG_B,140.1668,163.62,0.184026,0.0354,41.16,0.01684,0.226166,3.879999,0.9747,2.0512,1.607,0.0661,1.5116,-3,D,0.25,8,REVERT,7.57,0.757,-0.43,8,1,396.43,414.91,0.757,-5.027
143,RTX,AIR.PA,DEFENSE,2025-07-23,2025-08-08,SHORT_A_LONG_B,154.6767,183.38,0.184026,0.0354,41.16,0.01684,0.226166,3.879999,0.9747,2.7556,2.6056,0.2979,2.5651,-2,D,0.2917,12,REVERT,3.23,0.323,-4.77,8,1,399.5,411.71,0.733,-1.679
144,RTX,AIR.PA,DEFENSE,2025-08-26,2025-09-05,SHORT_A_LONG_B,158.4156,179.88,0.184026,0.0354,41.16,0.01684,0.226166,3.879999,0.9747,2.1924,2.9589,0.2232,2.7408,-3,D,0.25,7,REVERT,16.9,1.69,8.9,8,1,405.93,416.01,1.69,-0.812
145,RTX,AIR.PA,DEFENSE,2025-09-09,2025-09-11,LONG_A_SHORT_B,150.6522,187.54,0.184026,0.0354,41.16,0.01684,0.226166,3.879999,0.9747,-2.1509,2.2128,-0.2249,2.6239,-3,D,0.25,2,REVERT,32.54,3.254,24.54,8,1,405.67,407.46,3.254,2.042
146,RTX,AIR.PA,DEFENSE,2025-09-30,2025-10-09,SHORT_A_LONG_B,166.1195,197.4,0.184026,0.0354,41.16,0.01684,0.226166,3.879999,0.9747,2.4738,3.3503,-0.4153,2.8621,-3,D,0.25,7,REVERT,37.54,3.754,29.54,8,1,402.13,410.09,3.754,-0.689
147,RTX,AIR.PA,DEFENSE,2025-10-22,2025-11-05,SHORT_A_LONG_B,176.6925,205.8,0.184026,0.0354,41.16,0.01684,0.226166,3.879999,0.9747,2.3237,4.0463,0.4083,3.6807,-3,D,0.25,10,REVERT,28.22,2.822,20.22,8,1,406.62,413.44,2.822,-0.691
148,RTX,AIR.PA,DEFENSE,2025-11-21,2025-11-24,LONG_A_SHORT_B,169.1183,202.75,0.184026,0.0354,41.16,0.01684,0.226166,3.879999,0.9747,-2.3336,3.5174,-0.2954,3.8144,-3,D,0.25,1,REVERT,23.25,2.325,15.25,8,1,413.54,413.54,2.325,2.325
149,RTX,AIR.PA,DEFENSE,2025-12-01,2025-12-04,LONG_A_SHORT_B,167.4638,192.58,0.184026,0.0354,41.16,0.01684,0.226166,3.879999,0.9747,-2.0053,3.5127,-0.4111,3.7085,-3,D,0.25,3,REVERT,15.34,1.534,7.34,8,1,407.75,415.45,1.534,-0.273
150,RTX,AIR.PA,DEFENSE,2025-12-11,2026-01-07,SHORT_A_LONG_B,176.8327,193.28,0.184026,0.0354,41.16,0.01684,0.226166,3.879999,0.9747,2.7344,4.2053,0.304,4.5563,-2,D,0.2917,16,REVERT,-27.35,-2.735,-35.35,8,1,408.1,422.52,-0.15,-5.781
151,RTX,AIR.PA,DEFENSE,2026-01-12,2026-02-05,SHORT_A_LONG_B,193.2083,216.15,0.184026,0.0354,41.16,0.01684,0.226166,3.879999,0.9747,2.0408,5.081,0.2931,5.5328,-3,D,0.25,17,REVERT,-33.61,-3.361,-41.61,8,1,415.2,417.14,0.226,-7.184
152,RTX,AIR.PA,DEFENSE,2026-02-19,2026-02-24,SHORT_A_LONG_B,204.73,187.1,0.184026,0.0354,41.16,0.01684,0.226166,3.879999,0.9747,2.0392,6.1693,0.1453,5.8232,-3,D,0.25,3,REVERT,26.44,2.644,18.44,8,1,433.83,435.53,2.644,0.167
153,RTX,AIR.PA,DEFENSE,2026-03-02,2026-03-12,SHORT_A_LONG_B,212.16,180.28,0.184026,0.0354,41.16,0.01684,0.226166,3.879999,0.9747,2.9862,6.7165,0.2834,6.2614,-2,D,0.2917,8,REVERT,34.58,3.458,26.58,8,1,441.87,444.9,3.463,0.643
154,RTX,AIR.PA,DEFENSE,2026-03-27,2026-04-02,LONG_A_SHORT_B,189.71,160.42,0.184026,0.0354,41.16,0.01684,0.226166,3.879999,0.9747,-2.0978,5.5525,-0.4705,5.9177,-3,D,0.25,4,REVERT,28.85,2.885,20.85,8,1,438.69,446.01,2.885,-1.207
155,RTX,MTX.DE,DEFENSE,2025-06-11,2025-06-23,SHORT_A_LONG_B,140.1668,349.8,0.547429,0.7817,10.63,0.065191,0.246841,1.658282,0.8708,2.1655,1.8127,0.4086,1.6799,7,B,0.6667,7,REVERT,6.38,0.638,-1.62,8,1,49.41,53.38,0.638,-4.082
156,RTX,MTX.DE,DEFENSE,2025-07-23,2025-08-06,SHORT_A_LONG_B,154.6767,380.2,0.547429,0.7817,10.63,0.065191,0.246841,1.658282,0.8708,3.0794,3.0408,0.3357,2.9407,8,B,0.7083,10,REVERT,4.3,0.43,-3.7,8,1,50.95,54.42,0.43,-3.374
157,RTX,MTX.DE,DEFENSE,2025-09-30,2025-10-01,SHORT_A_LONG_B,166.1195,373.8,0.547429,0.7817,10.63,0.065191,0.246841,1.658282,0.8708,2.1167,4.9139,0.289,4.1914,7,B,0.6667,1,REVERT,31.97,3.197,23.97,8,1,54.65,54.65,3.197,3.197
158,RTX,MTX.DE,DEFENSE,2025-10-09,2025-10-17,LONG_A_SHORT_B,161.0068,398.7,0.547429,0.7817,10.63,0.065191,0.246841,1.658282,0.8708,-2.8922,3.3682,-0.2443,3.9155,8,B,0.7083,6,REVERT,21.7,2.17,13.7,8,1,53.51,53.71,2.17,-0.9
159,RTX,MTX.DE,DEFENSE,2025-10-21,2025-11-13,SHORT_A_LONG_B,171.7882,383.2,0.547429,0.7817,10.63,0.065191,0.246841,1.658282,0.8708,2.1142,5.3774,0.1692,6.1156,7,B,0.6667,17,REVERT,-31.17,-3.117,-39.17,8,1,56.79,57.59,-2.399,-5.9
160,RTX,MTX.DE,DEFENSE,2025-12-11,2026-01-08,SHORT_A_LONG_B,176.8327,349.3,0.547429,0.7817,10.63,0.065191,0.246841,1.658282,0.8708,2.8406,7.2269,-0.4633,7.0356,8,B,0.7083,15,REVERT,10.4,1.04,2.4,8,1,55.08,60.47,2.463,-4.011
161,RTX,MTX.DE,DEFENSE,2026-01-14,2026-02-04,SHORT_A_LONG_B,198.1817,385,0.547429,0.7817,10.63,0.065191,0.246841,1.658282,0.8708,2.2389,8.6367,0.3585,8.7688,7,B,0.6667,14,REVERT,-5.51,-0.551,-13.51,8,1,61.39,61.61,1.176,-3.111
162,RTX,MTX.DE,DEFENSE,2026-02-27,2026-03-23,SHORT_A_LONG_B,202.62,365.4,0.547429,0.7817,10.63,0.065191,0.246841,1.658282,0.8708,2.5181,9.8152,0.3235,10.9446,8,B,0.7083,16,REVERT,-42.7,-4.27,-50.7,8,1,61.1,64.73,-3.174,-6.623
163,RTX,ESLT,DEFENSE,2025-05-15,2025-06-24,SHORT_A_LONG_B,133.2703,388.2679,0.279658,0.5386,22.69,0.030551,0.221272,3.21575,0.9491,2.0531,0.1666,0.4478,0.6607,-2,D,0.2917,26,REVERT,-28.21,-2.821,-36.21,8,1,177.64,187.51,1.817,-5.53
164,RTX,ESLT,DEFENSE,2025-07-14,2025-08-04,SHORT_A_LONG_B,147.5503,452.8189,0.279658,0.5386,22.69,0.030551,0.221272,3.21575,0.9491,2.0493,1.2089,0.3475,1.7685,-2,D,0.2917,15,REVERT,-32.14,-3.214,-40.14,8,1,181.88,188.97,-0.035,-5.644
165,RTX,ESLT,DEFENSE,2025-09-08,2025-09-15,LONG_A_SHORT_B,153.1043,489.9248,0.279658,0.5386,22.69,0.030551,0.221272,3.21575,0.9491,-2.8814,1.4736,-0.2413,1.8236,-1,D,0.3333,5,REVERT,20.01,2.001,12.01,8,1,185.21,185.45,2.001,-1.485
166,RTX,ESLT,DEFENSE,2025-09-30,2025-10-09,SHORT_A_LONG_B,166.1195,508.373,0.279658,0.5386,22.69,0.030551,0.221272,3.21575,0.9491,2.1007,2.7371,-0.1645,2.2307,-2,D,0.2917,7,REVERT,28.09,2.809,20.09,8,1,187.2,188.9,2.809,-0.572
167,RTX,ESLT,DEFENSE,2025-10-21,2025-11-12,SHORT_A_LONG_B,171.7882,484.104,0.279658,0.5386,22.69,0.030551,0.221272,3.21575,0.9491,2.5396,3.5748,0.4023,4.0617,-1,D,0.3333,16,REVERT,-27.81,-2.781,-35.81,8,1,190.96,194.84,-1.69,-3.84
168,RTX,ESLT,DEFENSE,2025-11-17,2025-11-26,LONG_A_SHORT_B,174.3595,502.549,0.279658,0.5386,22.69,0.030551,0.221272,3.21575,0.9491,-2.0872,3.6528,-0.352,3.8169,-2,D,0.2917,7,REVERT,8.65,0.865,0.65,8,1,190.53,191.39,0.865,-1.365
169,RTX,ESLT,DEFENSE,2025-12-03,2025-12-10,LONG_A_SHORT_B,167.8923,479.68,0.279658,0.5386,22.69,0.030551,0.221272,3.21575,0.9491,-2.0961,3.2135,0.0923,3.6553,-2,D,0.2917,5,REVERT,25.34,2.534,17.34,8,1,190.54,192.7,2.534,0.863
170,RTX,ESLT,DEFENSE,2025-12-15,2025-12-17,SHORT_A_LONG_B,181.5071,512.5754,0.279658,0.5386,22.69,0.030551,0.221272,3.21575,0.9491,2.5579,4.2673,-0.4682,3.5402,-1,D,0.3333,2,REVERT,40.97,4.097,32.97,8,1,188.03,191.6,4.097,1.732
171,RTX,ESLT,DEFENSE,2026-01-07,2026-01-13,LONG_A_SHORT_B,185.1151,657.91,0.279658,0.5386,22.69,0.030551,0.221272,3.21575,0.9491,-2.0746,3.3784,0.1046,3.8543,-2,D,0.2917,4,REVERT,27.28,2.728,19.28,8,1,181.82,182.71,2.728,0.065
172,RTX,ESLT,DEFENSE,2026-02-24,2026-02-27,LONG_A_SHORT_B,198.46,761.52,0.279658,0.5386,22.69,0.030551,0.221272,3.21575,0.9491,-2.195,3.8875,-0.4847,4.2067,-2,D,0.2917,3,REVERT,18.2,1.82,10.2,8,1,181.66,181.66,1.82,-1.029
173,RTX,ESLT,DEFENSE,2026-03-17,2026-04-02,LONG_A_SHORT_B,203.33,1014.33,0.279658,0.5386,22.69,0.030551,0.221272,3.21575,0.9491,-2.5577,2.8957,-0.4405,2.9179,-1,D,0.3333,12,REVERT,-0.45,-0.045,-8.45,8,1,168.68,173.65,2.28,-2.714
174,NOC,GD,DEFENSE,2025-06-13,2025-06-30,SHORT_A_LONG_B,510.9828,279.1831,0.330089,0.0901,44.5,0.015577,0.182485,4.338068,0.9659,2.6084,0.6027,-0.0109,-0.0557,-2,D,0.2917,10,REVERT,42.5,4.25,34.5,8,1,223.94,227.3,6.107,2.269
