tradeId,tickerA,tickerB,sector,entryDate,exitDate,direction,entryPriceA,entryPriceB,beta,olsR2,halfLife,kappa,sigma,theta,ouR2,entryRollingZ,entryOuZ,exitRollingZ,exitOuZ,mlScore,mlGrade,mlProb,holdDays,exitReason,pnlUsd,pnlPct,pnlAfterCost,cost,zReverted,betaDriftAtExit,maxBetaDrift,maxPnlPct,minPnlPct
1414,AMD,QCOM,SEMIS,2026-03-11,2026-03-30,SHORT_A_LONG_B,204.83,134.12,1.204236,0.4572,31.71,0.021856,0.403891,-1.292747,0.9608,2.0172,5.8812,0.4768,6.0551,-1,D,0.3333,13,REVERT,-20.39,-2.039,-28.39,8,1,-9,9.87,1.888,-10.923
1416,AMD,MU,SEMIS,2025-05-14,2025-05-16,SHORT_A_LONG_B,117.72,95.0924,0.844904,0.5183,23.68,0.02927,0.468144,0.979911,0.9413,2.0329,-0.4924,0.373,-0.723,3,D,0.5,2,REVERT,28.43,2.843,20.43,8,1,21.75,22.19,2.843,2.434
1417,AMD,MU,SEMIS,2025-06-05,2025-06-23,LONG_A_SHORT_B,115.69,106.0362,0.844904,0.5183,23.68,0.02927,0.468144,0.979911,0.9413,-2.9246,-1.3902,-0.3839,-1.4201,4,C,0.5417,11,REVERT,-5.45,-0.545,-13.45,8,1,19.26,20.35,1.517,-6.994
1418,AMD,MU,SEMIS,2025-07-15,2025-08-06,SHORT_A_LONG_B,155.61,119.936,0.844904,0.5183,23.68,0.02927,0.468144,0.979911,0.9413,2.5505,0.1881,0.3636,1.2616,4,C,0.5417,16,REVERT,-127.96,-12.796,-135.96,8,1,21.89,26.47,-4.911,-22.285
1419,AMD,MU,SEMIS,2025-09-04,2025-10-08,LONG_A_SHORT_B,161.79,124.03,0.844904,0.5183,23.68,0.02927,0.468144,0.979911,0.9413,-2.1678,0.2749,2.832,0.1717,3,D,0.5,24,REVERT_OPT,-36.88,-3.688,-44.88,8,0,4.13,20.94,-3.688,-41.576
1420,AMD,MU,SEMIS,2025-10-09,2025-10-23,SHORT_A_LONG_B,232.89,192.1716,0.844904,0.5183,23.68,0.02927,0.468144,0.979911,0.9413,2.3542,0.2283,0.4973,-0.1979,3,D,0.5,10,REVERT,54.15,5.415,46.15,8,1,15.5,21.41,7.265,-2.623
1421,AMD,MU,SEMIS,2025-11-05,2025-12-19,LONG_A_SHORT_B,256.33,237.3044,0.844904,0.5183,23.68,0.02927,0.468144,0.979911,0.9413,-2.0534,-0.4473,-2.0934,-2.7335,3,D,0.5,31,OVERTIME,-268.47,-26.847,-276.47,8,0,-2.17,17.72,-1.634,-26.847
1422,AMD,MU,SEMIS,2025-12-22,2026-01-14,LONG_A_SHORT_B,214.95,276.3622,0.844904,0.5183,23.68,0.02927,0.468144,0.979911,0.9413,-2.2709,-2.948,-0.4998,-3.921,3,D,0.5,15,REVERT,-133.56,-13.356,-141.56,8,1,-4.19,12.68,0.074,-26.448
1423,AMD,MU,SEMIS,2026-02-04,2026-02-24,LONG_A_SHORT_B,200.19,379.2407,0.844904,0.5183,23.68,0.02927,0.468144,0.979911,0.9413,-2.6038,-5.7253,-0.3855,-5.8559,4,C,0.5417,13,REVERT,-17.8,-1.78,-25.8,8,1,-2.8,6.44,8.053,-11.051
1424,AMD,MU,SEMIS,2026-03-13,2026-03-20,LONG_A_SHORT_B,193.39,425.9511,0.844904,0.5183,23.68,0.02927,0.468144,0.979911,0.9413,-2.3809,-6.814,-0.1919,-6.4312,3,D,0.5,5,REVERT,47.46,4.746,39.46,8,1,0.43,2.56,4.746,-5.541
1426,AMD,LRCX,SEMIS,2025-05-14,2025-05-20,SHORT_A_LONG_B,117.72,84.3519,0.894049,0.3862,73.69,0.009406,0.382711,0.857632,0.9692,3.3929,-0.3096,0.4355,-0.476,3,D,0.5,4,REVERT,28.61,2.861,20.61,8,1,18.59,19.06,2.861,-0.101
1427,AMD,LRCX,SEMIS,2025-06-12,2025-06-16,LONG_A_SHORT_B,118.5,90.9933,0.894049,0.3862,73.69,0.009406,0.382711,0.857632,0.9692,-2.5155,-0.6576,0.4319,-0.387,3,D,0.5,2,REVERT,49.51,4.951,41.51,8,1,20.45,20.45,4.951,0.113
1428,AMD,LRCX,SEMIS,2025-06-20,2025-07-01,SHORT_A_LONG_B,128.24,90.0553,0.894049,0.3862,73.69,0.009406,0.382711,0.857632,0.9692,2.0257,-0.1555,0.3466,-0.16,2,D,0.4583,7,REVERT,1.07,0.107,-6.93,8,1,21.48,22.34,0.107,-6.358
1429,AMD,LRCX,SEMIS,2025-07-15,2025-08-06,SHORT_A_LONG_B,155.61,100.5845,0.894049,0.3862,73.69,0.009406,0.382711,0.857632,0.9692,2.3675,0.3827,0.3604,0.9158,2,D,0.4583,16,REVERT,-93.64,-9.364,-101.64,8,1,21.17,23.61,-0.301,-18.813
1430,AMD,LRCX,SEMIS,2025-09-05,2025-10-20,LONG_A_SHORT_B,151.14,102.4555,0.894049,0.3862,73.69,0.009406,0.382711,0.857632,0.9692,-2.9947,0.1231,1.1798,1.0486,3,D,0.5,31,OVERTIME,232.24,23.224,224.24,8,1,4.42,20.81,23.224,-28.519
1431,AMD,LRCX,SEMIS,2025-11-06,2025-11-12,LONG_A_SHORT_B,237.7,161.7297,0.894049,0.3862,73.69,0.009406,0.382711,0.857632,0.9692,-3.0608,0.3773,0.2515,0.8873,3,D,0.5,4,REVERT,93.39,9.339,85.39,8,1,20.82,20.82,9.339,-0.185
1432,AMD,LRCX,SEMIS,2025-11-21,2025-12-31,LONG_A_SHORT_B,203.78,142.2451,0.894049,0.3862,73.69,0.009406,0.382711,0.857632,0.9692,-2.0199,0.1543,-0.4992,-0.4988,2,D,0.4583,26,REVERT,-129.64,-12.964,-137.64,8,1,10.56,19.14,0.686,-16.882
1433,AMD,LRCX,SEMIS,2026-01-05,2026-01-21,LONG_A_SHORT_B,221.08,194.5269,0.894049,0.3862,73.69,0.009406,0.382711,0.857632,0.9692,-2.1718,-0.9743,0.0481,-1.0896,2,D,0.4583,11,REVERT,-24.47,-2.447,-32.47,8,1,5.5,12.18,-2.447,-18.935
1434,AMD,LRCX,SEMIS,2026-02-05,2026-03-03,LONG_A_SHORT_B,192.5,213.0547,0.894049,0.3862,73.69,0.009406,0.382711,0.857632,0.9692,-2.0959,-2.2246,-0.2421,-2.3641,2,D,0.4583,17,REVERT,-24.65,-2.465,-32.65,8,1,4.98,9.95,5.514,-10.008
1435,AMD,AMAT,SEMIS,2025-05-14,2025-05-15,SHORT_A_LONG_B,117.72,172.596,1.129001,0.7604,14.86,0.046639,0.408945,-0.989697,0.9097,2.465,-0.6808,0.3738,-1.0058,4,C,0.5417,1,REVERT,27.15,2.715,19.15,8,1,-17.79,17.79,2.715,2.715
1436,AMD,AMAT,SEMIS,2025-05-16,2025-06-05,SHORT_A_LONG_B,117.17,164.102,1.129001,0.7604,14.86,0.046639,0.408945,-0.989697,0.9097,3.5591,-0.0609,0.4639,-0.1375,5,C,0.5833,13,REVERT,6.4,0.64,-1.6,8,1,-17.03,17.21,3.233,-3.372
1437,AMD,AMAT,SEMIS,2025-06-20,2025-07-01,SHORT_A_LONG_B,128.24,168.4351,1.129001,0.7604,14.86,0.046639,0.408945,-0.989697,0.9097,2.2328,0.6606,0.0852,0.2823,4,C,0.5417,7,REVERT,33.9,3.39,25.9,8,1,-14.67,15.61,3.39,-2.981
1438,AMD,AMAT,SEMIS,2025-07-16,2025-08-12,SHORT_A_LONG_B,160.08,193.6317,1.129001,0.7604,14.86,0.046639,0.408945,-0.989697,0.9097,2.0761,1.4238,0.4389,2.9212,4,C,0.5417,19,REVERT,-129.75,-12.975,-137.75,8,1,-12.93,14.27,0.649,-18.687
1439,AMD,AMAT,SEMIS,2025-08-15,2025-08-29,SHORT_A_LONG_B,177.51,160.7816,1.129001,0.7604,14.86,0.046639,0.408945,-0.989697,0.9097,2.6822,5.1376,0.4593,4.1443,5,C,0.5833,10,REVERT,80.06,8.006,72.06,8,1,-10.13,10.3,8.456,2.007
1440,AMD,AMAT,SEMIS,2025-09-11,2025-10-07,LONG_A_SHORT_B,155.67,169.6056,1.129001,0.7604,14.86,0.046639,0.408945,-0.989697,0.9097,-2.0335,2.8659,1.5824,3.5844,4,C,0.5417,18,REVERT_OPT,83.94,8.394,75.94,8,1,-20.19,23.16,8.394,-26.427
1441,AMD,AMAT,SEMIS,2025-10-08,2025-11-05,SHORT_A_LONG_B,235.56,216.8141,1.129001,0.7604,14.86,0.046639,0.408945,-0.989697,0.9097,2.1811,4.49,-0.1877,4.1252,4,C,0.5417,20,REVERT,33.18,3.318,25.18,8,1,-9.12,11.11,9.148,-4.272
1442,AMD,AMAT,SEMIS,2025-11-19,2025-12-19,LONG_A_SHORT_B,223.55,234.3777,1.129001,0.7604,14.86,0.046639,0.408945,-0.989697,0.9097,-2.663,2.8269,0.0492,1.0918,5,C,0.5833,21,REVERT,-149.86,-14.986,-157.86,8,1,-18.03,19.06,-0.895,-20.428
1443,AMD,AMAT,SEMIS,2026-01-05,2026-01-21,LONG_A_SHORT_B,221.08,283.9659,1.129001,0.7604,14.86,0.046639,0.408945,-0.989697,0.9097,-2.9216,0.1264,-0.1166,-0.2254,5,C,0.5833,11,REVERT,-32.58,-3.258,-40.58,8,1,-18.2,19.45,-3.258,-15.158
1444,AMD,AMAT,SEMIS,2026-02-05,2026-03-04,LONG_A_SHORT_B,192.5,303.6113,1.129001,0.7604,14.86,0.046639,0.408945,-0.989697,0.9097,-2.442,-2.4102,-0.3138,-4.0316,4,C,0.5417,18,REVERT,-151.64,-15.164,-159.64,8,1,-23.72,24.36,2.336,-24.427
1445,INTC,QCOM,SEMIS,2025-06-09,2025-06-17,LONG_A_SHORT_B,20.48,152.7642,1.264022,0.4084,13.84,0.050099,0.604328,-3.288507,0.9333,-2.2323,-0.4048,-0.4568,-0.2114,6,C,0.625,6,REVERT,23.35,2.335,15.35,8,1,-50.12,50.55,4.787,-2.334
1446,INTC,QCOM,SEMIS,2025-07-25,2025-08-05,LONG_A_SHORT_B,20.7,155.7033,1.264022,0.4084,13.84,0.050099,0.604328,-3.288507,0.9333,-2.5301,-0.5162,-0.1213,0.0822,7,B,0.6667,7,REVERT,68.65,6.865,60.65,8,1,-51.83,52.16,6.865,-4.338
1447,INTC,QCOM,SEMIS,2025-08-19,2025-08-29,SHORT_A_LONG_B,25.31,153.5899,1.264022,0.4084,13.84,0.050099,0.604328,-3.288507,0.9333,2.2566,1.2993,0.3151,0.6807,6,C,0.625,8,REVERT,74.17,7.417,66.17,8,1,-47.73,48.4,7.417,3.14
1448,INTC,QCOM,SEMIS,2025-09-12,2025-09-15,LONG_A_SHORT_B,24.08,159.9802,1.264022,0.4084,13.84,0.050099,0.604328,-3.288507,0.9333,-2.0063,0.4566,-0.3936,0.7312,6,C,0.625,1,REVERT,33.42,3.342,25.42,8,1,-48.06,48.06,3.342,3.342
1449,INTC,QCOM,SEMIS,2025-09-18,2025-10-21,SHORT_A_LONG_B,30.57,166.2082,1.264022,0.4084,13.84,0.050099,0.604328,-3.288507,0.9333,3.9106,2.0395,0.4661,3.8311,7,B,0.6667,23,REVERT,-241.71,-24.171,-249.71,8,1,-44.49,46.65,7.116,-29.904
1450,INTC,QCOM,SEMIS,2025-10-27,2025-10-28,LONG_A_SHORT_B,39.54,185.5347,1.264022,0.4084,13.84,0.050099,0.604328,-3.288507,0.9333,-2.1198,3.0227,0.1333,3.8102,6,C,0.625,1,REVERT,95.12,9.512,87.12,8,1,-41.62,41.62,9.512,9.512
1451,INTC,QCOM,SEMIS,2025-11-13,2025-11-19,LONG_A_SHORT_B,35.91,172.5053,1.264022,0.4084,13.84,0.050099,0.604328,-3.288507,0.9333,-2.021,2.9873,-0.4113,3.3179,6,C,0.625,4,REVERT,38.5,3.85,30.5,8,1,-43.36,43.59,3.85,-0.709
1452,INTC,QCOM,SEMIS,2025-11-28,2025-12-08,SHORT_A_LONG_B,40.56,166.1686,1.264022,0.4084,13.84,0.050099,0.604328,-3.288507,0.9333,3.0641,4.3931,0.2992,3.8441,7,B,0.6667,6,REVERT,67.44,6.744,59.44,8,1,-41.34,41.34,6.744,-5.212
1453,INTC,QCOM,SEMIS,2026-01-07,2026-01-26,SHORT_A_LONG_B,42.63,179.0405,1.264022,0.4084,13.84,0.050099,0.604328,-3.288507,0.9333,2.3912,4.0229,0.4691,5.6108,6,C,0.625,12,REVERT,-176.79,-17.679,-184.79,8,1,-43.44,44.24,4.744,-43.967
1454,INTC,QCOM,SEMIS,2026-03-10,2026-03-26,SHORT_A_LONG_B,46.78,135.2,1.264022,0.4084,13.84,0.050099,0.604328,-3.288507,0.9333,2.0268,7.7472,0.0511,7.6253,6,C,0.625,12,REVERT,13.72,1.372,5.72,8,1,-36.22,36.97,2.439,-5.389
1456,INTC,MU,SEMIS,2025-05-14,2025-06-27,LONG_A_SHORT_B,21.52,95.0924,1.034237,0.6296,9.82,0.070562,0.663245,-1.609822,0.8736,-2.0908,-0.2876,-0.1391,-2.3145,8,B,0.7083,30,REVERT,-265.06,-26.506,-273.06,8,1,-36.9,38.89,-0.002,-32.729
1457,INTC,MU,SEMIS,2025-07-10,2025-08-06,SHORT_A_LONG_B,23.82,122.9316,1.034237,0.6296,9.82,0.070562,0.663245,-1.609822,0.8736,2.0053,-1.7624,-0.4409,-2.0008,8,B,0.7083,19,REVERT,22.77,2.277,14.77,8,1,-40.66,41.72,7.578,-9.771
1458,INTC,MU,SEMIS,2025-08-08,2025-08-14,LONG_A_SHORT_B,19.95,118.7177,1.034237,0.6296,9.82,0.070562,0.663245,-1.609822,0.8736,-2.0221,-3.0322,0.2487,-1.9106,8,B,0.7083,4,REVERT,140.32,14.032,132.32,8,1,-34.98,37.6,14.032,-0.693
1459,INTC,MU,SEMIS,2025-09-11,2025-09-18,LONG_A_SHORT_B,24.61,150.3518,1.034237,0.6296,9.82,0.070562,0.663245,-1.609822,0.8736,-2.7904,-3.3415,-0.3411,-2.4593,9,B,0.75,5,REVERT,116.34,11.634,108.34,8,1,-27.54,37.69,11.634,-6.728
1460,INTC,MU,SEMIS,2025-10-24,2025-10-28,LONG_A_SHORT_B,38.28,218.8396,1.034237,0.6296,9.82,0.070562,0.663245,-1.609822,0.8736,-2.1782,-2.8599,-0.4681,-2.2491,8,B,0.7083,2,REVERT,71.25,7.125,63.25,8,1,-32.11,32.94,7.125,2.782
1461,INTC,MU,SEMIS,2025-11-03,2025-11-20,LONG_A_SHORT_B,39.5,234.5067,1.034237,0.6296,9.82,0.070562,0.663245,-1.609822,0.8736,-2.2922,-3.2208,0.3459,-3.2457,8,B,0.7083,13,REVERT,-1.99,-0.199,-9.99,8,1,-41.59,41.59,1.093,-15.421
1462,INTC,MU,SEMIS,2025-12-02,2025-12-08,SHORT_A_LONG_B,43.47,239.2928,1.034237,0.6296,9.82,0.070562,0.663245,-1.609822,0.8736,2.2672,-2.5476,0.0964,-3.5125,8,B,0.7083,4,REVERT,105.01,10.501,97.01,8,1,-34.94,34.94,10.501,-2.969
1463,INTC,MU,SEMIS,2025-12-19,2026-01-09,LONG_A_SHORT_B,36.82,265.701,1.034237,0.6296,9.82,0.070562,0.663245,-1.609822,0.8736,-2.3123,-5.0139,-0.3181,-5.528,8,B,0.7083,13,REVERT,-71.36,-7.136,-79.36,8,1,-36.91,40.29,-5.302,-21.454
1464,INTC,MU,SEMIS,2026-01-23,2026-02-04,LONG_A_SHORT_B,45.07,399.4822,1.034237,0.6296,9.82,0.070562,0.663245,-1.609822,0.8736,-2.3243,-6.9882,0.2887,-5.8267,8,B,0.7083,8,REVERT,130.73,13.073,122.73,8,1,-36.81,38.16,13.073,-5.27
1465,INTC,MU,SEMIS,2026-03-17,2026-03-23,LONG_A_SHORT_B,44.06,461.4961,1.034237,0.6296,9.82,0.070562,0.663245,-1.609822,0.8736,-2.7681,-8.5339,-0.0619,-7.311,9,B,0.75,4,REVERT,127.31,12.731,119.31,8,1,-39.35,39.35,12.731,2.193
1466,INTC,LRCX,SEMIS,2025-05-14,2025-06-24,LONG_A_SHORT_B,21.52,84.3519,1.26328,0.6252,10.53,0.06584,0.627658,-2.37619,0.8885,-2.1524,-1.4452,-0.4764,-2.4153,7,B,0.6667,27,REVERT,-114.16,-11.416,-122.16,8,1,-40.97,43.91,1.453,-16.173
1467,INTC,LRCX,SEMIS,2025-07-02,2025-07-08,LONG_A_SHORT_B,21.88,98.3553,1.26328,0.6252,10.53,0.06584,0.627658,-2.37619,0.8885,-2.1637,-3.0737,0.3932,-2.4998,7,B,0.6667,3,REVERT,65.37,6.537,57.37,8,1,-42.9,44.31,6.537,1.43
1468,INTC,LRCX,SEMIS,2025-07-23,2025-07-24,SHORT_A_LONG_B,23.49,96.6336,1.26328,0.6252,10.53,0.06584,0.627658,-2.37619,0.8885,2.1624,-2.2173,0.2049,-2.6405,7,B,0.6667,1,REVERT,45.46,4.546,37.46,8,1,-43.96,43.96,4.546,4.546
1469,INTC,LRCX,SEMIS,2025-07-25,2025-08-06,LONG_A_SHORT_B,20.7,96.4943,1.26328,0.6252,10.53,0.06584,0.627658,-2.37619,0.8885,-2.4635,-3.361,-0.4641,-3.3679,7,B,0.6667,8,REVERT,-0.72,-0.072,-8.72,8,1,-46.83,46.97,-0.072,-7.686
1470,INTC,LRCX,SEMIS,2025-08-15,2025-09-05,SHORT_A_LONG_B,24.56,99.032,1.26328,0.6252,10.53,0.06584,0.627658,-2.37619,0.8885,2.0929,-2.0927,0.2067,-2.513,7,B,0.6667,14,REVERT,46.52,4.652,38.52,8,1,-43.52,43.52,6.085,-2.013
1471,INTC,LRCX,SEMIS,2025-09-11,2025-09-18,LONG_A_SHORT_B,24.61,115.0248,1.26328,0.6252,10.53,0.06584,0.627658,-2.37619,0.8885,-2.9599,-3.8098,0.003,-2.8496,8,B,0.7083,5,REVERT,124.79,12.479,116.79,8,1,-37.38,45.07,12.479,-5.729
1472,INTC,LRCX,SEMIS,2025-11-03,2025-11-14,LONG_A_SHORT_B,39.5,160.7824,1.26328,0.6252,10.53,0.06584,0.627658,-2.37619,0.8885,-2.0336,-3.3502,-0.2979,-3.3519,7,B,0.6667,9,REVERT,0.94,0.094,-7.06,8,1,-42.81,43.02,0.094,-6.677
1473,INTC,LRCX,SEMIS,2025-11-28,2025-12-08,SHORT_A_LONG_B,40.56,155.5572,1.26328,0.6252,10.53,0.06584,0.627658,-2.37619,0.8885,2.4402,-2.7242,-0.1623,-3.2926,7,B,0.6667,6,REVERT,63.16,6.316,55.16,8,1,-40.01,40.45,6.316,-5.401
1474,INTC,LRCX,SEMIS,2025-12-19,2026-01-13,LONG_A_SHORT_B,36.82,172.0639,1.26328,0.6252,10.53,0.06584,0.627658,-2.37619,0.8885,-2.1009,-4.7813,0.0109,-5.02,7,B,0.6667,15,REVERT,-24.44,-2.444,-32.44,8,1,-44.18,46.21,1.017,-16.693
1475,INTC,LRCX,SEMIS,2026-01-22,2026-01-27,SHORT_A_LONG_B,54.32,220.4359,1.26328,0.6252,10.53,0.06584,0.627658,-2.37619,0.8885,2.1524,-4.0849,-2.338,-6.9306,7,B,0.6667,3,REVERT_OPT,292.93,29.293,284.93,8,0,-45.66,45.66,29.293,15.449
1476,INTC,AMAT,SEMIS,2025-05-14,2025-05-16,LONG_A_SHORT_B,21.52,172.596,0.941345,0.4286,18.31,0.037859,0.551316,-1.749045,0.9433,-2.4201,-0.244,-0.4846,0.1838,6,C,0.625,2,REVERT,52.83,5.283,44.83,8,1,-36.45,36.45,5.283,-0.19
1477,INTC,AMAT,SEMIS,2025-07-02,2025-07-08,LONG_A_SHORT_B,21.88,188.8608,0.941345,0.4286,18.31,0.037859,0.551316,-1.749045,0.9433,-2.0881,-0.7843,0.1662,-0.381,6,C,0.625,3,REVERT,53.48,5.348,45.48,8,1,-34.28,35.98,5.348,0.167
1478,INTC,AMAT,SEMIS,2025-07-25,2025-08-06,LONG_A_SHORT_B,20.7,184.5669,0.941345,0.4286,18.31,0.037859,0.551316,-1.749045,0.9433,-2.3982,-1.052,-0.1652,-0.8542,6,C,0.625,8,REVERT,24.26,2.426,16.26,8,1,-37.52,37.77,2.426,-4.342
1479,INTC,AMAT,SEMIS,2025-08-15,2025-09-08,SHORT_A_LONG_B,24.56,160.7816,0.941345,0.4286,18.31,0.037859,0.551316,-1.749045,0.9433,3.2361,1.3318,0.4833,1.2712,7,B,0.6667,15,REVERT,7.65,0.765,-0.35,8,1,-31.96,32.72,4.695,-2.786
1480,INTC,AMAT,SEMIS,2025-09-17,2025-09-23,LONG_A_SHORT_B,24.9,177.5601,0.941345,0.4286,18.31,0.037859,0.551316,-1.749045,0.9433,-2.4066,0.7004,-0.4158,1.1044,6,C,0.625,4,REVERT,58.14,5.814,50.14,8,1,-34.06,34.17,16.625,3.67
1481,INTC,AMAT,SEMIS,2025-09-25,2025-10-14,SHORT_A_LONG_B,33.99,198.9614,0.941345,0.4286,18.31,0.037859,0.551316,-1.749045,0.9433,2.8758,2.3173,0.0681,2.0264,7,B,0.6667,13,REVERT,39.42,3.942,31.42,8,1,-29.29,29.29,3.942,-3.715
1482,INTC,AMAT,SEMIS,2025-10-28,2025-11-07,SHORT_A_LONG_B,41.53,226.9117,0.941345,0.4286,18.31,0.037859,0.551316,-1.749045,0.9433,2.9226,2.9243,-0.2515,2.1683,7,B,0.6667,8,REVERT,91.92,9.192,83.92,8,1,-27.67,27.74,13.064,3.811
1483,INTC,AMAT,SEMIS,2025-11-17,2025-11-28,LONG_A_SHORT_B,34.71,227.9782,0.941345,0.4286,18.31,0.037859,0.551316,-1.749045,0.9433,-2.2003,1.468,0.4733,1.9568,6,C,0.625,8,REVERT,69.62,6.962,61.62,8,1,-27.82,30.26,6.962,-2.902
1484,INTC,AMAT,SEMIS,2026-01-09,2026-01-12,SHORT_A_LONG_B,45.55,300.8048,0.941345,0.4286,18.31,0.037859,0.551316,-1.749045,0.9433,2.4088,1.5538,0.4775,1.1417,6,C,0.625,1,REVERT,51.65,5.165,43.65,8,1,-28.89,28.89,5.165,5.165
1485,INTC,AMAT,SEMIS,2026-01-13,2026-01-16,SHORT_A_LONG_B,47.29,304.4902,0.941345,0.4286,18.31,0.037859,0.551316,-1.749045,0.9433,2.6727,1.76,0.0975,1.1816,7,B,0.6667,3,REVERT,75.34,7.534,67.34,8,1,-30.83,30.83,7.534,-3.944
1486,INTC,AMAT,SEMIS,2026-01-21,2026-01-28,SHORT_A_LONG_B,54.25,324.8349,0.941345,0.4286,18.31,0.037859,0.551316,-1.749045,0.9433,2.5037,2.3655,-0.1158,1.264,7,B,0.6667,5,REVERT,134.14,13.414,126.14,8,1,-28.54,30.96,21.185,-1.996
1488,QCOM,MU,SEMIS,2025-06-05,2025-06-27,LONG_A_SHORT_B,145.0478,106.0362,0.57145,0.752,6.99,0.099184,0.314921,2.458705,0.8337,-2.2383,-3.2949,-0.4807,-3.7391,10,A,0.7917,15,REVERT,-24.89,-2.489,-32.89,8,1,72.58,83.73,3.62,-6.758
1489,QCOM,MU,SEMIS,2025-07-21,2025-07-30,SHORT_A_LONG_B,156.2636,113.0659,0.57145,0.752,6.99,0.099184,0.314921,2.458705,0.8337,2.2649,-2.4463,0.489,-2.6035,10,A,0.7917,7,REVERT,7.05,0.705,-0.95,8,1,80.38,84.57,0.705,-2.597
1490,QCOM,MU,SEMIS,2025-08-11,2025-08-15,LONG_A_SHORT_B,145.4509,123.5407,0.57145,0.752,6.99,0.099184,0.314921,2.458705,0.8337,-2.134,-5.1928,-0.1592,-3.4427,10,A,0.7917,4,REVERT,79.93,7.993,71.93,8,1,76.04,77.79,7.993,2.031
1491,QCOM,MU,SEMIS,2025-09-09,2025-09-24,LONG_A_SHORT_B,156.8464,135.0441,0.57145,0.752,6.99,0.099184,0.314921,2.458705,0.8337,-2.0191,-4.6416,-0.1498,-4.9211,10,A,0.7917,11,REVERT,-18,-1.8,-26,8,1,58.84,76.02,-1.8,-8.25
1492,QCOM,MU,SEMIS,2025-10-01,2025-10-22,LONG_A_SHORT_B,164.5869,181.8861,0.57145,0.752,6.99,0.099184,0.314921,2.458705,0.8337,-2.0743,-7.3805,-0.3001,-8.1176,10,A,0.7917,15,REVERT,-34.89,-3.489,-42.89,8,1,58.58,69.26,0.916,-8.212
1493,QCOM,MU,SEMIS,2025-11-06,2025-11-20,LONG_A_SHORT_B,171.2202,238.1337,0.57145,0.752,6.99,0.099184,0.314921,2.458705,0.8337,-2.1865,-9.9504,-0.1755,-9.6258,10,A,0.7917,10,REVERT,10.04,1.004,2.04,8,1,45.88,61.99,1.081,-4.592
1494,QCOM,MU,SEMIS,2025-12-04,2025-12-08,SHORT_A_LONG_B,173.2377,226.4633,0.57145,0.752,6.99,0.099184,0.314921,2.458705,0.8337,2.2229,-9.0427,0.2191,-10.0184,10,A,0.7917,2,REVERT,45.6,4.56,37.6,8,1,60.59,62.94,4.56,2.401
1495,QCOM,MU,SEMIS,2025-12-22,2026-01-20,LONG_A_SHORT_B,173.1086,276.3622,0.57145,0.752,6.99,0.099184,0.314921,2.458705,0.8337,-2.3132,-11.6142,-2.31,-17.9373,10,A,0.7917,18,DIVERGE,-298.62,-29.862,-306.62,8,1,26.4,58.7,0.37,-29.862
1496,QCOM,MU,SEMIS,2026-01-21,2026-01-22,LONG_A_SHORT_B,155.3724,388.9466,0.57145,0.752,6.99,0.099184,0.314921,2.458705,0.8337,-2.1718,-18.4253,-1.9024,-18.4971,10,A,0.7917,1,DIVERGE,-3.29,-0.329,-11.29,8,1,46.5,46.5,-0.329,-0.329
1497,QCOM,MU,SEMIS,2026-03-11,2026-03-24,LONG_A_SHORT_B,134.12,418.5142,0.57145,0.752,6.99,0.099184,0.314921,2.458705,0.8337,-2.7567,-22.6676,-0.3648,-22.8689,11,A,0.8333,9,REVERT,-9.03,-0.903,-17.03,8,1,31.98,40.98,-0.394,-8.596
1498,QCOM,LRCX,SEMIS,2025-06-17,2025-07-02,LONG_A_SHORT_B,151.8304,91.986,0.707555,0.7673,10.09,0.068664,0.256148,1.995368,0.882,-2.0589,-3.9482,-0.3528,-3.8962,9,B,0.75,10,REVERT,1.89,0.189,-6.11,8,1,50.98,54.24,0.189,-1.796
1499,QCOM,LRCX,SEMIS,2025-07-11,2025-07-21,LONG_A_SHORT_B,154.7793,101.2413,0.707555,0.7673,10.09,0.068664,0.256148,1.995368,0.882,-2.2629,-5.0643,-0.4777,-4.8467,9,B,0.75,6,REVERT,9.52,0.952,1.52,8,1,51.9,51.94,0.952,-2.426
1500,QCOM,LRCX,SEMIS,2025-09-11,2025-10-21,LONG_A_SHORT_B,159.6638,115.0248,0.707555,0.7673,10.09,0.068664,0.256148,1.995368,0.882,-2.7084,-6.4248,-0.3082,-9.1284,10,A,0.7917,28,REVERT,-136.78,-13.678,-144.78,8,1,26.39,48.63,-0.5,-17.147
1501,QCOM,LRCX,SEMIS,2025-10-27,2025-11-03,SHORT_A_LONG_B,185.5347,156.4547,0.707555,0.7673,10.09,0.068664,0.256148,1.995368,0.882,2.5745,-7.9747,-0.1431,-9.286,10,A,0.7917,5,REVERT,56.66,5.666,48.66,8,1,39.59,43.61,7.405,2.966
1502,QCOM,LRCX,SEMIS,2025-11-10,2025-11-12,LONG_A_SHORT_B,169.6088,165.8978,0.707555,0.7673,10.09,0.068664,0.256148,1.995368,0.882,-2.2916,-10.9882,-0.4811,-9.8247,9,B,0.75,2,REVERT,50.78,5.078,42.78,8,1,41.99,41.99,5.078,4.463
