tradeId,tickerA,tickerB,sector,entryDate,exitDate,direction,entryPriceA,entryPriceB,beta,olsR2,halfLife,kappa,sigma,theta,ouR2,entryRollingZ,entryOuZ,exitRollingZ,exitOuZ,mlScore,mlGrade,mlProb,holdDays,exitReason,pnlUsd,pnlPct,pnlAfterCost,cost,zReverted,betaDriftAtExit,maxBetaDrift,maxPnlPct,minPnlPct,peakPnlDay,zAtDay3,zAtDay5,zAtDay10,zVelocityFirst3d,zVelocityLast3d,pnlAtDay3,pnlAtDay5,pnlAtDay10,betaDriftDay3,betaDriftDay5,betaDriftDay10,hadPositiveWindow,peakToExitDrop,spreadAtEntry,spreadAtExit,spreadChange
2086,FTNT,ZS,TECH,2026-01-29,2026-02-26,SHORT_A_LONG_B,81.51,200.63,1.776516,0.3727,19.94,0.034764,0.708833,-4.906859,0.9321,2.646,-0.6528,0.1991,1.0795,3,D,0.5,19,REVERT,-266.26,-26.626,-274.26,8,1,-58.64,58.64,0.252,-43.531,2,2.4512,2.8483,1.3789,-0.0771,0.3475,-8.428,-24.497,-29.699,-52.02,-53.99,-54.31,1,26.878,-5.01740914,-4.7240491,0.29336004
2087,FTNT,ZS,TECH,2026-03-24,2026-04-09,SHORT_A_LONG_B,79.34,139.41,1.776516,0.3727,19.94,0.034764,0.708833,-4.906859,0.9321,2.2798,3.0069,2.7051,4.484,2,D,0.4583,11,STALL,-235.56,-23.556,-243.56,8,0,-52.54,52.54,0.605,-23.556,1,2.4238,1.3923,1.3698,-0.1799,-0.6080,-6.528,-1.878,-7.244,-48.5,-48.48,-48.61,1,24.161,-4.39766383,-4.14752532,0.25013851
2089,DBK.DE,BNP.PA,BANKS,2025-06-20,2025-07-01,SHORT_A_LONG_B,23.995,71.8464,1.215125,0.5419,34.92,0.019849,0.294249,-2.133873,0.9588,2.3769,1.2644,0.0981,1.2252,-2,D,0.2917,7,REVERT,3.67,0.367,-4.33,8,1,-34.84,36.66,0.367,-4.853,7,2.4424,1.7961,,0.1181,0.5660,-3.492,-4.104,,-35.14,-34.68,,0,0.000,-2.01624382,-2.01989071,-0.00364689
2090,DBK.DE,BNP.PA,BANKS,2025-07-24,2025-07-28,SHORT_A_LONG_B,28.82,76.1881,1.215125,0.5419,34.92,0.019849,0.294249,-2.133873,0.9588,3.6747,2.4675,2.2896,2.4161,-1,D,0.3333,2,TRAIL,4.63,0.463,-3.37,8,1,-34.67,34.67,1.72,0.463,1,,,,,0.0616,,,,,,,0,1.257,-1.90431728,-1.90909946,-0.00478218
2091,DBK.DE,BNP.PA,BANKS,2025-08-25,2025-09-15,SHORT_A_LONG_B,31.81,77.774,1.215125,0.5419,34.92,0.019849,0.294249,-2.133873,0.9588,2.9109,3.2595,0.4807,3.3112,-1,D,0.3333,15,REVERT,-4.81,-0.481,-12.81,8,1,-32.13,33.02,0.537,-3.864,8,1.454,1.111,0.6977,0.6022,0.0406,-0.35,-0.077,-0.04,-32.89,-33.01,-32.95,1,1.018,-1.83063922,-1.82583208,0.00480714
2092,DBK.DE,BNP.PA,BANKS,2025-09-25,2025-10-06,LONG_A_SHORT_B,30.155,75.84,1.215125,0.5419,34.92,0.019849,0.294249,-2.133873,0.9588,-2.5851,3.0141,-0.3354,2.9689,-1,D,0.3333,7,REVERT,-4.17,-0.417,-12.17,8,1,-34.22,34.22,-0.417,-4.205,7,-2.3334,-1.6747,,0.2234,0.4464,-2.802,-3.073,,-33.78,-34,,0,0.000,-1.85347142,-1.8576751,-0.00420368
2093,DBK.DE,BNP.PA,BANKS,2025-10-20,2025-11-14,SHORT_A_LONG_B,29.02,69.1,1.215125,0.5419,34.92,0.019849,0.294249,-2.133873,0.9588,2.859,3.8173,0.2124,4.8755,-1,D,0.3333,19,REVERT,-102.96,-10.296,-110.96,8,1,-33.25,34.43,0.25,-14.717,2,1.6875,1.3878,1.9058,0.2883,0.2276,0.176,-0.29,-13.687,-32.87,-32.76,-33.8,1,10.546,-1.77874377,-1.68030668,0.09843709
2094,DBK.DE,BNP.PA,BANKS,2025-11-21,2025-11-27,LONG_A_SHORT_B,29.385,70.47,1.215125,0.5419,34.92,0.019849,0.294249,-2.133873,0.9588,-2.2108,3.6953,-1.6242,3.5811,-2,D,0.2917,4,TRAIL,-10.87,-1.087,-18.87,8,1,-32.69,32.84,1.012,-1.087,3,-1.5062,,,0.1801,0.1185,1.012,,,-32.35,,,1,2.099,-1.7901005,-1.80071862,-0.01061812
2095,DBK.DE,BNP.PA,BANKS,2025-12-17,2025-12-22,LONG_A_SHORT_B,31.81,80.08,1.215125,0.5419,34.92,0.019849,0.294249,-2.133873,0.9588,-2.2756,2.8779,-0.4852,3.2303,-2,D,0.2917,3,REVERT,33.42,3.342,25.42,8,1,-32.65,33.33,3.342,-0.243,3,-0.4852,,,0.5417,0.5417,3.342,,,-32.65,,,0,0.000,-1.86614461,-1.83335905,0.03278556
2096,DBK.DE,BNP.PA,BANKS,2026-01-09,2026-01-15,LONG_A_SHORT_B,33.055,87.2,1.215125,0.5419,34.92,0.019849,0.294249,-2.133873,0.9588,-3.5083,2.178,-1.6047,2.3636,-1,D,0.3333,4,TRAIL,17.46,1.746,9.46,8,1,-33.56,33.56,2.409,1.746,1,-1.7121,,,0.1428,0.0859,2.079,,,-33.52,,,0,0.663,-1.93125455,-1.91399025,0.01726430
2097,DBK.DE,BNP.PA,BANKS,2026-02-05,2026-02-11,LONG_A_SHORT_B,30.7,91.98,1.215125,0.5419,34.92,0.019849,0.294249,-2.133873,0.9588,-2.8761,0.6865,-1.4528,0.7892,-1,D,0.3333,4,TRAIL,9.71,0.971,1.71,8,1,-35.65,35.79,1.333,0.206,3,-1.5502,,,0.2442,0.1646,1.333,,,-35.63,,,0,0.362,-2.07001218,-2.0604509,0.00956128
2098,DBK.DE,BNP.PA,BANKS,2026-03-11,2026-03-17,LONG_A_SHORT_B,27.135,89.44,1.215125,0.5419,34.92,0.019849,0.294249,-2.133873,0.9588,-2.2078,-0.2746,-1.5245,-0.2594,-2,D,0.2917,4,TRAIL,1.56,0.156,-6.44,8,1,-38.05,38.06,1.644,-0.325,3,-0.9617,,,0.3934,0.0821,1.644,,,-37.9,,,0,1.488,-2.1594231,-2.15800197,0.00142113
2099,DBK.DE,BNP.PA,BANKS,2026-03-18,2026-03-25,LONG_A_SHORT_B,25.785,87.3,1.215125,0.5419,34.92,0.019849,0.294249,-2.133873,0.9588,-2.2116,-0.5069,0.0242,-0.0475,-2,D,0.2917,5,REVERT,42.01,4.201,34.01,8,1,-37.66,38.32,4.201,1.449,5,-0.6544,0.0242,,0.2514,0.2101,2.861,4.201,,-38.23,-37.66,,0,0.000,-2.18102725,-2.13829233,0.04273492
2100,DBK.DE,HSBA.L,BANKS,2025-05-27,2025-06-02,SHORT_A_LONG_B,24.8,866.9667,1.173181,0.8686,9.71,0.071373,0.31777,-4.953245,0.8342,2.2813,4.2942,-0.26,3.6121,7,B,0.6667,4,REVERT,35.89,3.589,27.89,8,1,-58.63,58.63,3.589,1.705,4,0.6349,,,0.2111,0.2537,2.559,,,-58.53,,,0,0.000,-4.72572758,-4.76186561,-0.03613803
2101,DBK.DE,HSBA.L,BANKS,2025-06-26,2025-07-01,SHORT_A_LONG_B,25.54,875.0626,1.173181,0.8686,9.71,0.071373,0.31777,-4.953245,0.8342,3.4292,4.6433,-0.3206,3.7972,8,B,0.7083,3,REVERT,43.55,4.355,35.55,8,1,-58.35,58.35,4.355,-0.622,3,-0.3206,,,0.8353,0.8353,4.355,,,-58.35,,,0,0.000,-4.70722985,-4.75206228,-0.04483243
2102,DBK.DE,HSBA.L,BANKS,2025-07-24,2025-07-30,SHORT_A_LONG_B,28.82,960.4199,1.173181,0.8686,9.71,0.071373,0.31777,-4.953245,0.8342,2.6534,4.8628,3.1101,5.8645,8,B,0.7083,4,TRAIL,-52.33,-5.233,-60.33,8,0,-57.29,57.37,2.503,-5.233,2,1.5835,,,0.1940,-0.5304,1.961,,,-57.23,,,1,7.736,-4.69560026,-4.64252843,0.05307183
2103,DBK.DE,HSBA.L,BANKS,2025-07-31,2025-08-04,SHORT_A_LONG_B,28.985,922.3389,1.173181,0.8686,9.71,0.071373,0.31777,-4.953245,0.8342,2.4475,5.8664,1.8602,5.8621,7,B,0.6667,2,TRAIL,0.23,0.023,-7.77,8,1,-56.74,57.09,2.448,0.023,1,,,,,-0.1277,,,,,,,0,2.425,-4.64242698,-4.64265423,-0.00022725
2104,DBK.DE,HSBA.L,BANKS,2025-09-17,2025-09-24,LONG_A_SHORT_B,30.735,1014.371,1.173181,0.8686,9.71,0.071373,0.31777,-4.953245,0.8342,-2.0318,4.8669,-1.8487,4.3834,7,B,0.6667,5,STALL,-25.9,-2.59,-33.9,8,1,-56.74,56.77,-0.901,-2.59,2,-1.7893,-1.8487,,0.1393,-0.0198,-1.34,-2.59,,-56.64,-56.74,,0,1.689,-4.69538611,-4.72100048,-0.02561437
2105,DBK.DE,HSBA.L,BANKS,2025-09-29,2025-10-13,LONG_A_SHORT_B,30.03,1039.5604,1.173181,0.8686,9.71,0.071373,0.31777,-4.953245,0.8342,-2.0063,3.8857,1.6596,5.2229,7,B,0.6667,10,STALL,69.69,6.969,61.69,8,1,-56.97,57.22,6.969,-2.467,10,-1.4357,-1.6243,1.6596,0.1543,-0.3082,-0.356,-2.467,6.969,-57.09,-57.22,-56.97,0,0.000,-4.7473685,-4.67652078,0.07084772
2106,DBK.DE,HSBA.L,BANKS,2025-11-17,2025-11-21,LONG_A_SHORT_B,30.815,1093.0134,1.173181,0.8686,9.71,0.071373,0.31777,-4.953245,0.8342,-2.4825,3.2625,-1.171,3.4446,7,B,0.6667,4,TRAIL,9.39,0.939,1.39,8,1,-57.34,57.38,2.061,-0.271,3,-0.5692,,,0.5525,-0.1351,2.061,,,-57.22,,,0,1.122,-4.78038774,-4.77074045,0.00964729
2107,DBK.DE,HSBA.L,BANKS,2025-12-09,2025-12-10,SHORT_A_LONG_B,32.13,1067.6224,1.173181,0.8686,9.71,0.071373,0.31777,-4.953245,0.8342,2.3224,4.5717,0.2757,3.8002,7,B,0.6667,1,REVERT,41.46,4.146,33.46,8,1,-56.67,56.67,4.146,4.146,1,,,,,,,,,,,,0,0.000,-4.71102429,-4.75190133,-0.04087704
2108,DBK.DE,HSBA.L,BANKS,2025-12-17,2025-12-29,LONG_A_SHORT_B,31.81,1141.3964,1.173181,0.8686,9.71,0.071373,0.31777,-4.953245,0.8342,-2.1355,2.9033,-1.1581,2.9885,7,B,0.6667,5,TRAIL,4.69,0.469,-3.31,8,1,-56.59,57.01,1.252,-0.884,4,-1.1451,-1.1581,,0.3352,-0.0043,0.99,0.469,,-56.58,-56.59,,0,0.783,-4.7994237,-4.79490666,0.00451704
2109,DBK.DE,HSBA.L,BANKS,2026-01-15,2026-01-27,LONG_A_SHORT_B,33.715,1236.3628,1.173181,0.8686,9.71,0.071373,0.31777,-4.953245,0.8342,-2.0902,2.2313,-1.698,1.4157,7,B,0.6667,8,STALL,-43.81,-4.381,-51.81,8,1,-56.95,57.31,-0.034,-4.381,1,-2.4044,-1.1832,,-0.1817,-0.1766,-3.146,-1.636,,-57.2,-56.9,,0,4.347,-4.83502388,-4.87823542,-0.04321154
2110,DBK.DE,HSBA.L,BANKS,2026-01-29,2026-02-02,LONG_A_SHORT_B,32.455,1269.5509,1.173181,0.8686,9.71,0.071373,0.31777,-4.953245,0.8342,-2.0492,0.9259,-1.7157,0.8854,7,B,0.6667,2,TRAIL,-2.14,-0.214,-10.14,8,1,-57.19,57.19,1.181,-0.214,1,,,,,-0.1020,,,,,,,1,1.395,-4.904189,-4.90633458,-0.00214558
2111,DBK.DE,HSBA.L,BANKS,2026-02-04,2026-02-24,LONG_A_SHORT_B,31.96,1307.1377,1.173181,0.8686,9.71,0.071373,0.31777,-4.953245,0.8342,-2.4112,-0.0102,-1.3188,-0.8408,7,B,0.6667,14,STALL,-42.41,-4.241,-50.41,8,1,-57.9,58.06,0.127,-4.241,6,-1.7705,-1.521,-1.0277,0.1678,-0.2192,-1.615,-1.899,-2.124,-57.79,-57.87,-57.69,1,4.368,-4.95378787,-4.99779428,-0.04400641
2112,DBK.DE,HSBA.L,BANKS,2026-02-25,2026-02-27,LONG_A_SHORT_B,30.6,1393.5071,1.173181,0.8686,9.71,0.071373,0.31777,-4.953245,0.8342,-2.7941,-2.2478,-2.2582,-2.4305,8,B,0.7083,2,TRAIL,-9.63,-0.963,-17.63,8,1,-58.67,58.67,1.101,-0.963,1,,,,,-0.0575,,,,,,,1,2.064,-5.07233761,-5.08201822,-0.00968061
2113,DBK.DE,HSBA.L,BANKS,2026-03-27,2026-04-07,LONG_A_SHORT_B,24.915,1200,1.173181,0.8686,9.71,0.071373,0.31777,-4.953245,0.8342,-2.2728,-2.8166,-2.0005,-3.5135,7,B,0.6667,5,STALL,-38.37,-3.837,-46.37,8,1,-59.8,60.16,-0.792,-4.067,1,-2.4158,-2.0005,,-0.0421,0.1384,-2.647,-3.837,,-59.61,-59.8,,0,3.045,-5.10247452,-5.13940099,-0.03692647
2114,DBK.DE,SAN.MC,BANKS,2025-06-24,2025-07-01,SHORT_A_LONG_B,25.14,6.9814,0.99763,0.8783,8.57,0.080902,0.287819,1.253669,0.8517,2.3735,0.7131,-0.4836,0.26,9,B,0.75,5,REVERT,19.91,1.991,11.91,8,1,49.52,53.93,1.991,-4.214,5,2.301,-0.4836,,0.3371,0.6058,-3.914,1.991,,52.09,49.52,,0,0.000,1.28581058,1.26538886,-0.02042172
2115,DBK.DE,SAN.MC,BANKS,2025-07-24,2025-07-30,SHORT_A_LONG_B,28.82,7.48,0.99763,0.8783,8.57,0.080902,0.287819,1.253669,0.8517,2.7371,2.2173,1.7464,2.0926,10,A,0.7917,4,TRAIL,5.68,0.568,-2.32,8,1,51.48,53.34,2.693,0.568,3,1.3466,,,0.2112,-0.0428,2.693,,,50.27,,,0,2.125,1.35360941,1.3479909,-0.00561851
2116,DBK.DE,SAN.MC,BANKS,2025-08-28,2025-09-12,LONG_A_SHORT_B,30.225,8.1295,0.99763,0.8783,8.57,0.080902,0.287819,1.253669,0.8517,-2.8781,1.4301,-0.2296,1.7105,10,A,0.7917,11,REVERT,13.11,1.311,5.11,8,1,40.45,51.59,1.311,-1.3,11,-1.5851,-1.1912,-0.7499,0.2180,0.4057,0.487,0.709,0.312,50.31,49.99,39.86,0,0.000,1.31813057,1.33076982,0.01263925
2117,DBK.DE,SAN.MC,BANKS,2025-09-23,2025-09-30,LONG_A_SHORT_B,30.915,8.5758,0.99763,0.8783,8.57,0.080902,0.287819,1.253669,0.8517,-2.0433,0.7482,-2.204,-0.3675,9,B,0.75,5,STALL,-50.1,-5.01,-58.1,8,0,43.81,48.82,-1.167,-5.01,1,-2.268,-2.204,,0.0606,0.0213,-3.052,-5.01,,46.57,43.81,,0,3.843,1.287395,1.23710291,-0.05029209
2118,DBK.DE,SAN.MC,BANKS,2025-11-17,2025-11-25,LONG_A_SHORT_B,30.815,9.1,0.99763,0.8783,8.57,0.080902,0.287819,1.253669,0.8517,-2.2302,-0.6369,-1.6922,-1.1643,9,B,0.75,6,STALL,-23.33,-2.333,-31.33,8,1,40.37,46.36,-0.699,-2.333,1,-1.9034,-1.452,,0.1190,0.0121,-1.245,-1.188,,44.42,44.35,,0,1.634,1.22495993,1.20118877,-0.02377116
2119,DBK.DE,SAN.MC,BANKS,2025-12-15,2025-12-19,LONG_A_SHORT_B,32.095,9.873,0.99763,0.8783,8.57,0.080902,0.287819,1.253669,0.8517,-2.0101,-1.5385,0.3172,-1.1615,9,B,0.75,4,REVERT,17.31,1.731,9.31,8,1,41.98,43.49,1.731,-2.121,4,-2.5343,,,-0.1701,0.6081,-2.121,,,40.52,,,0,0.000,1.1843225,1.20131493,0.01699243
2120,DBK.DE,SAN.MC,BANKS,2026-01-19,2026-01-29,LONG_A_SHORT_B,32.7,10.494,0.99763,0.8783,8.57,0.080902,0.287819,1.253669,0.8517,-2.5712,-2.4743,-1.9094,-2.9178,10,A,0.7917,8,STALL,-20.04,-2.004,-28.04,8,1,36.85,41.67,0.829,-2.004,3,-1.3897,-1.5462,,0.1489,-0.1427,0.829,-0.13,,40.41,38.74,,1,2.833,1.14214192,1.12215085,-0.01999107
2121,DBK.DE,SAN.MC,BANKS,2026-02-04,2026-02-16,LONG_A_SHORT_B,31.96,10.7,0.99763,0.8783,8.57,0.080902,0.287819,1.253669,0.8517,-2.0423,-3.4124,-1.7008,-4.1144,9,B,0.75,8,STALL,-29.95,-2.995,-37.95,8,1,27.34,39.08,0.235,-2.995,5,-1.7911,-0.8131,,0.1833,-0.3184,-1.766,0.235,,36.94,31.75,,1,3.230,1.09985796,1.06821447,-0.03164349
2122,DBK.DE,SAN.MC,BANKS,2026-02-23,2026-03-03,LONG_A_SHORT_B,30.675,10.928,0.99763,0.8783,8.57,0.080902,0.287819,1.253669,0.8517,-2.0091,-4.7895,0.2984,-3.9748,9,B,0.75,6,REVERT,32.88,3.288,24.88,8,1,1.19,37.58,3.288,-2.399,6,-1.4793,-0.6625,,0.0303,0.3218,-0.362,1.38,,25.59,15.23,,0,0.000,1.03778617,1.07450887,0.03672270
2123,DBK.DE,SAN.MC,BANKS,2026-03-12,2026-03-17,LONG_A_SHORT_B,25.705,9.647,0.99763,0.8783,8.57,0.080902,0.287819,1.253669,0.8517,-2.4828,-5.9515,-1.4311,-5.6919,9,B,0.75,3,TRAIL,11.71,1.171,3.71,8,1,36.36,36.81,2.186,0.311,2,-1.4311,,,0.2072,0.2072,1.171,,,36.36,,,0,1.015,0.98540961,0.99711086,0.01170125
2124,DBK.DE,UCG.MI,BANKS,2025-06-24,2025-07-01,SHORT_A_LONG_B,25.14,55.9002,0.928002,0.9102,6.77,0.102387,0.271171,-0.586502,0.8202,2.869,2.042,0.0423,1.6501,9,B,0.75,5,REVERT,14.4,1.44,6.4,8,1,-12.57,12.88,1.44,-4.524,5,2.7293,0.0423,,0.1261,0.8957,-4.524,1.44,,-11.77,-12.57,,0,0.000,-0.50941861,-0.52421349,-0.01479488
2125,DBK.DE,UCG.MI,BANKS,2025-07-24,2025-08-06,SHORT_A_LONG_B,28.82,59.8484,0.928002,0.9102,6.77,0.102387,0.271171,-0.586502,0.8202,2.9033,3.9831,1.3554,3.4886,9,B,0.75,9,TRAIL,19.58,1.958,11.58,8,1,-11.24,12.19,4.564,1.581,5,1.1145,0.5909,,0.3312,-0.2599,3.517,4.564,,-11.94,-12.19,,0,2.606,-0.43614227,-0.45480858,-0.01866631
2126,DBK.DE,UCG.MI,BANKS,2025-08-26,2025-08-27,SHORT_A_LONG_B,31.405,64.9204,0.928002,0.9102,6.77,0.102387,0.271171,-0.586502,0.8202,2.7727,4.2588,0.3722,3.4277,9,B,0.75,1,REVERT,30.8,3.08,22.8,8,1,-11.17,11.17,3.08,3.08,1,,,,,,,,,,,,0,0.000,-0.425736,-0.45710844,-0.03137244
2127,DBK.DE,UCG.MI,BANKS,2025-09-11,2025-09-16,SHORT_A_LONG_B,31.44,65.1061,0.928002,0.9102,6.77,0.102387,0.271171,-0.586502,0.8202,2.2591,4.2181,0.2669,3.6862,8,B,0.7083,3,REVERT,19.88,1.988,11.88,8,1,-10.34,10.36,1.988,-0.254,3,0.2669,,,0.6155,0.6155,1.988,,,-10.34,,,0,0.000,-0.42727262,-0.44735201,-0.02007939
2128,DBK.DE,UCG.MI,BANKS,2025-09-17,2025-09-19,SHORT_A_LONG_B,30.735,62.7704,0.928002,0.9102,6.77,0.102387,0.271171,-0.586502,0.8202,2.0066,4.5154,1.4639,4.4117,8,B,0.7083,2,TRAIL,3.95,0.395,-4.05,8,1,-10.29,10.57,1.433,0.395,1,,,,,-0.2189,,,,,,,0,1.038,-0.41604749,-0.41996232,-0.00391483
2129,DBK.DE,UCG.MI,BANKS,2025-10-13,2025-10-16,SHORT_A_LONG_B,30.5,61.1286,0.928002,0.9102,6.77,0.102387,0.271171,-0.586502,0.8202,2.1567,4.9637,1.0864,4.6901,8,B,0.7083,3,TRAIL,10.39,1.039,2.39,8,1,-10.03,10.16,1.585,0.777,2,1.0864,,,0.1094,0.1094,1.039,,,-10.03,,,0,0.546,-0.39912694,-0.40945458,-0.01032764
2130,DBK.DE,UCG.MI,BANKS,2025-10-20,2025-10-23,LONG_A_SHORT_B,29.02,61.9007,0.928002,0.9102,6.77,0.102387,0.271171,-0.586502,0.8202,-2.1525,3.3375,-1.2313,3.4922,8,B,0.7083,3,TRAIL,5.77,0.577,-2.23,8,1,-11.79,11.8,1.045,-0.629,2,-1.2313,,,0.3025,0.3025,0.577,,,-11.79,,,0,0.468,-0.46051555,-0.45467231,0.00584324
2131,DBK.DE,UCG.MI,BANKS,2025-11-25,2025-11-27,LONG_A_SHORT_B,29.88,63.15,0.928002,0.9102,6.77,0.102387,0.271171,-0.586502,0.8202,-2.0753,3.6199,-1.3903,3.8282,8,B,0.7083,2,TRAIL,8,0.8,0,8,1,-10.83,10.83,1.511,0.8,1,,,,,-0.0729,,,,,,,0,0.711,-0.44985476,-0.44198908,0.00786568
2132,DBK.DE,UCG.MI,BANKS,2025-12-16,2025-12-19,LONG_A_SHORT_B,31.81,69.5,0.928002,0.9102,6.77,0.102387,0.271171,-0.586502,0.8202,-2.2732,2.9225,-0.2109,3.5301,8,B,0.7083,3,REVERT,23.49,2.349,15.49,8,1,-11.47,11.87,2.349,-1.869,3,-0.2109,,,0.7928,0.7928,2.349,,,-11.47,,,0,0.000,-0.47617888,-0.45324388,0.02293500
2133,DBK.DE,UCG.MI,BANKS,2026-02-03,2026-02-04,LONG_A_SHORT_B,33.78,76.71,0.928002,0.9102,6.77,0.102387,0.271171,-0.586502,0.8202,-2.0797,2.0878,-3.1598,0.7814,8,B,0.7083,1,DIVERGE,-47.83,-4.783,-55.83,8,0,-13.15,13.15,-4.783,-4.783,1,,,,,,,,,,,,0,0.000,-0.50768941,-0.55700463,-0.04931522
2134,DBK.DE,UCG.MI,BANKS,2026-02-05,2026-02-20,LONG_A_SHORT_B,30.7,73.01,0.928002,0.9102,6.77,0.102387,0.271171,-0.586502,0.8202,-2.4963,0.7704,-0.4806,0.7629,8,B,0.7083,11,REVERT,-0.29,-0.029,-8.29,8,1,-15.4,16.66,0.609,-3.687,1,-1.8049,-1.3539,-0.7294,0.0498,0.1373,-1.78,-1.029,-0.741,-16.34,-16.65,-15.7,1,0.638,-0.55741926,-0.55770383,-0.00028457
2135,DBK.DE,UCG.MI,BANKS,2026-03-06,2026-03-12,LONG_A_SHORT_B,26.925,66.12,0.928002,0.9102,6.77,0.102387,0.271171,-0.586502,0.8202,-2.7063,-0.2685,-2.5976,-1.1034,9,B,0.75,4,STALL,-30.57,-3.057,-38.57,8,1,-14.53,15.56,0.053,-3.057,1,-2.1993,,,0.1036,0.1301,-1.297,,,-15.56,,,1,3.110,-0.59663843,-0.62815292,-0.03151449
2136,DBK.DE,CBK.DE,BANKS,2025-06-04,2025-06-12,LONG_A_SHORT_B,24.04,27.01,0.759323,0.8767,7.72,0.089824,0.309775,0.676779,0.8304,-2.105,0.0012,-1.614,-0.2918,9,B,0.75,6,STALL,-13.91,-1.391,-21.91,8,1,23.11,24.55,0.974,-1.391,5,-1.3885,-0.711,,0.2204,-0.0362,-0.038,0.974,,24.55,24.41,,1,2.365,0.67683309,0.66334541,-0.01348768
2137,DBK.DE,CBK.DE,BANKS,2025-06-13,2025-06-18,LONG_A_SHORT_B,23.88,28.1,0.759323,0.8767,7.72,0.089824,0.309775,0.676779,0.8304,-2.2653,-0.7964,-1.6171,-0.6364,9,B,0.75,3,TRAIL,7.41,0.741,-0.59,8,1,20.08,23.39,2.095,0.741,2,-1.6171,,,0.0412,0.0412,0.741,,,20.08,,,0,1.354,0.64011455,0.64747922,0.00736467
2138,DBK.DE,CBK.DE,BANKS,2025-06-25,2025-07-02,SHORT_A_LONG_B,25.19,27.06,0.759323,0.8767,7.72,0.089824,0.309775,0.676779,0.8304,2.1892,0.9856,0.2765,0.2253,9,B,0.75,5,REVERT,34.86,3.486,26.86,8,1,24.69,28.15,3.486,-2.795,5,1.5859,0.2765,,0.2722,0.4365,-0.706,3.486,,27.87,24.69,,0,0.000,0.72215674,0.68715131,-0.03500543
2139,DBK.DE,CBK.DE,BANKS,2025-07-24,2025-07-29,SHORT_A_LONG_B,28.82,30.16,0.759323,0.8767,7.72,0.089824,0.309775,0.676779,0.8304,2.4447,2.1208,1.6074,1.859,9,B,0.75,3,TRAIL,12.03,1.203,4.03,8,1,27.28,27.28,1.907,1.203,2,1.6074,,,0.1059,0.1059,1.203,,,27.28,,,0,0.704,0.77442309,0.7623692,-0.01205389
2140,DBK.DE,CBK.DE,BANKS,2025-09-12,2025-09-18,SHORT_A_LONG_B,31.555,32.48,0.759323,0.8767,7.72,0.089824,0.309775,0.676779,0.8304,2.0404,2.8678,0.457,2.262,9,B,0.75,4,REVERT,27.3,2.73,19.3,8,1,20.43,28.01,2.73,-1.165,4,1.8411,,,-0.0545,0.3244,-1.165,,,24.61,,,0,0.000,0.80881369,0.78092185,-0.02789184
2141,DBK.DE,CBK.DE,BANKS,2025-10-29,2025-11-06,SHORT_A_LONG_B,31.07,31.11,0.759323,0.8767,7.72,0.089824,0.309775,0.676779,0.8304,2.4072,3.2421,1.0187,3.0078,9,B,0.75,6,TRAIL,10.99,1.099,2.99,8,1,26.05,29.09,2.026,0.157,4,1.1216,0.5994,,0.2913,-0.1332,1.298,1.978,,27.76,26.46,,0,0.927,0.82604749,0.81525842,-0.01078907
2142,DBK.DE,CBK.DE,BANKS,2025-11-21,2025-12-01,LONG_A_SHORT_B,29.385,31.84,0.759323,0.8767,7.72,0.089824,0.309775,0.676779,0.8304,-2.0124,1.6485,-1.487,1.2566,9,B,0.75,6,STALL,-19.39,-1.939,-27.39,8,1,19.24,26.46,0.16,-1.987,1,-2.01,-1.2488,,-0.0821,0.0172,-1.987,-0.696,,19.72,19.86,,1,2.099,0.75267736,0.73463267,-0.01804469
2143,DBK.DE,CBK.DE,BANKS,2026-01-07,2026-01-15,SHORT_A_LONG_B,33.005,34.9,0.759323,0.8767,7.72,0.089824,0.309775,0.676779,0.8304,2.1073,2.6584,2.2763,3.0641,9,B,0.75,6,STALL,-18.9,-1.89,-26.9,8,0,24.81,27.25,0.915,-1.89,1,2.5193,0.8105,,-0.4379,-0.2705,-1.169,0.504,,27.25,26.17,,1,2.805,0.79917396,0.81785136,0.01867740
2144,DBK.DE,CBK.DE,BANKS,2026-02-04,2026-02-19,LONG_A_SHORT_B,31.96,35.11,0.759323,0.8767,7.72,0.089824,0.309775,0.676779,0.8304,-2.9601,1.8607,-1.41,1.2574,10,A,0.7917,11,STALL,-26.87,-2.687,-34.87,8,1,19.48,26.51,0.157,-2.687,2,-2.176,-1.4467,-0.8796,0.2232,-0.1153,-1.345,-0.885,-1.036,23.43,22.76,20.25,1,2.844,0.76244468,0.73467202,-0.02777266
2145,DBK.DE,CBK.DE,BANKS,2026-02-25,2026-03-02,LONG_A_SHORT_B,30.6,35.9,0.759323,0.8767,7.72,0.089824,0.309775,0.676779,0.8304,-2.0613,0.5492,-1.3552,0.814,9,B,0.75,3,TRAIL,11.09,1.109,3.09,8,1,22.72,24.37,1.647,1.109,2,-1.3552,,,0.0215,0.0215,1.109,,,22.72,,,0,0.538,0.70206366,0.71425711,0.01219345
