tradeId,tickerA,tickerB,sector,entryDate,exitDate,direction,entryPriceA,entryPriceB,beta,olsR2,halfLife,kappa,sigma,theta,ouR2,entryRollingZ,entryOuZ,exitRollingZ,exitOuZ,mlScore,mlGrade,mlProb,holdDays,exitReason,pnlUsd,pnlPct,pnlAfterCost,cost,zReverted,betaDriftAtExit,maxBetaDrift,maxPnlPct,minPnlPct,peakPnlDay,zAtDay3,zAtDay5,zAtDay10,zVelocityFirst3d,zVelocityLast3d,pnlAtDay3,pnlAtDay5,pnlAtDay10,betaDriftDay3,betaDriftDay5,betaDriftDay10,hadPositiveWindow,peakToExitDrop,spreadAtEntry,spreadAtExit,spreadChange
2024,PANW,FTNT,TECH,2026-01-23,2026-01-29,LONG_A_SHORT_B,180.18,81.64,0.364787,0.6454,10.84,0.063957,0.297878,3.562641,0.8944,-2.2174,0.4842,-2.2204,0.0696,5,C,0.5833,4,TRAIL,-21.51,-2.151,-29.51,8,0,211.83,212.64,1.811,-2.151,2,-1.101,,,0.0881,-0.3504,1.779,,,212.48,,,1,3.962,3.5880473,3.56629201,-0.02175529
2025,PANW,FTNT,TECH,2026-02-03,2026-02-18,LONG_A_SHORT_B,166.24,79.3,0.364787,0.6454,10.84,0.063957,0.297878,3.562641,0.8944,-2.4942,-0.8483,-1.7207,-2.6322,5,C,0.5833,10,STALL,-89.95,-8.995,-97.95,8,1,195.64,210.32,-0.548,-8.995,1,-2.0875,-1.3344,-1.7207,0.0239,-0.2891,-5.754,-3.305,-8.995,203.83,201.86,195.64,0,8.447,3.51813198,3.42454124,-0.09359074
2026,PANW,FTNT,TECH,2026-03-27,2026-03-31,LONG_A_SHORT_B,147.02,78.2,0.364787,0.6454,10.84,0.063957,0.297878,3.562641,0.8944,-2.3411,-3.093,-0.3188,-1.7485,5,C,0.5833,2,REVERT,74.04,7.404,66.04,8,1,205.52,205.52,7.404,4.589,2,,,,,0.3926,,,,,,,0,0.000,3.40036363,3.47090556,0.07054193
2027,PANW,ZS,TECH,2025-05-13,2025-05-21,LONG_A_SHORT_B,192,245,0.935973,0.5017,11.27,0.061496,0.32973,0.259881,0.9078,-2.4806,-2.5566,-2.8704,-3.7666,7,B,0.6667,6,STALL,-70.15,-7.015,-78.15,8,0,1.11,2.06,0.117,-7.015,2,-2.3277,-1.5315,,-0.0081,-0.3328,-1.973,-1.363,,1.44,1.45,,1,7.132,0.10846407,0.03679642,-0.07166765
2028,PANW,ZS,TECH,2025-05-22,2025-06-02,LONG_A_SHORT_B,186.14,252.82,0.935973,0.5017,11.27,0.061496,0.32973,0.259881,0.9078,-2.1179,-3.5764,-2.553,-5.144,7,B,0.6667,6,STALL,-102.57,-10.257,-110.57,8,0,-6.23,6.23,0.585,-10.257,3,-1.2884,-2.1698,,0.1923,-0.4511,0.585,-5.097,,0.78,-2.99,,1,10.842,0.04805987,-0.04478387,-0.09284374
2029,PANW,ZS,TECH,2025-06-03,2025-06-25,LONG_A_SHORT_B,197.12,295.03,0.935973,0.5017,11.27,0.061496,0.32973,0.259881,0.9078,-2.0591,-5.0487,-0.3808,-5.3275,7,B,0.6667,15,REVERT,-17.35,-1.735,-25.35,8,1,-0.91,1.16,-1.28,-2.917,3,-1.504,-1.264,-0.7074,0.1903,0.0563,-1.28,-1.526,-1.395,-0.9,-0.92,-0.87,0,0.455,-0.03914013,-0.05564869,-0.01650856
2030,PANW,ZS,TECH,2025-07-02,2025-07-09,LONG_A_SHORT_B,196.97,309.33,0.935973,0.5017,11.27,0.061496,0.32973,0.259881,0.9078,-2.3161,-5.8096,0.4018,-5.41,7,B,0.6667,4,REVERT,24.45,2.445,16.45,8,1,-1.2,1.44,2.623,0.407,3,0.5843,,,0.2465,0.3739,2.623,,,-1.25,,,0,0.178,-0.08420245,-0.06053399,0.02366846
2031,PANW,ZS,TECH,2025-07-17,2025-07-21,SHORT_A_LONG_B,196.28,286.29,0.935973,0.5017,11.27,0.061496,0.32973,0.259881,0.9078,2.8832,-4.6456,2.4734,-4.4564,8,B,0.7083,2,TRAIL,-11.34,-1.134,-19.34,8,1,-0.16,0.47,1.049,-1.134,1,,,,,-0.2788,,,,,,,1,2.183,-0.01526425,-0.00405951,0.01120474
2032,PANW,ZS,TECH,2025-07-23,2025-07-29,SHORT_A_LONG_B,199.22,283.37,0.935973,0.5017,11.27,0.061496,0.32973,0.259881,0.9078,2.2087,-4.2326,-0.0676,-5.0641,7,B,0.6667,4,REVERT,49.14,4.914,41.14,8,1,-0.74,0.74,4.914,-1.103,4,1.574,,,0.1580,0.6001,-0.778,,,0.32,,,0,0.000,0.00919877,-0.04005054,-0.04924931
2033,PANW,ZS,TECH,2025-07-31,2025-08-04,LONG_A_SHORT_B,173.6,285.56,0.935973,0.5017,11.27,0.061496,0.32973,0.259881,0.9078,-2.3325,-6.6784,-2.1326,-6.9498,7,B,0.6667,2,TRAIL,-15.96,-1.596,-23.96,8,1,-3.03,3.03,1.319,-1.596,1,,,,,-0.1624,,,,,,,1,2.915,-0.13566293,-0.15173595,-0.01607302
2034,PANW,ZS,TECH,2025-09-17,2025-09-22,SHORT_A_LONG_B,203.12,279.46,0.935973,0.5017,11.27,0.061496,0.32973,0.259881,0.9078,2.1444,-3.6857,1.1856,-3.9406,7,B,0.6667,3,TRAIL,15.65,1.565,7.65,8,1,0.42,0.42,2.642,1.565,1,1.1856,,,-0.1287,-0.1287,1.565,,,0.42,,,0,1.077,0.04159064,0.02649185,-0.01509879
2035,PANW,ZS,TECH,2025-09-30,2025-10-06,LONG_A_SHORT_B,203.62,299.66,0.935973,0.5017,11.27,0.061496,0.32973,0.259881,0.9078,-2.123,-4.747,0.0222,-4.3115,7,B,0.6667,4,REVERT,26.57,2.657,18.57,8,1,-0.01,0.38,2.657,-0.043,4,-1.4793,,,0.1084,0.4793,-0.043,,,-0.36,,,0,0.000,-0.02127178,0.0045226,0.02579438
2036,PANW,ZS,TECH,2025-11-03,2025-11-10,LONG_A_SHORT_B,219.23,336.27,0.935973,0.5017,11.27,0.061496,0.32973,0.259881,0.9078,-2.2758,-5.3214,-1.2425,-5.1797,7,B,0.6667,5,TRAIL,8.24,0.824,0.24,8,1,-1.08,1.08,1.522,0.07,3,-0.9891,-1.2425,,0.4207,-0.0845,1.522,0.824,,-0.91,-1.08,,0,0.698,-0.05529166,-0.04689602,0.00839564
2037,PANW,ZS,TECH,2025-11-25,2025-11-26,LONG_A_SHORT_B,186.27,289.73,0.935973,0.5017,11.27,0.061496,0.32973,0.259881,0.9078,-2.1842,-5.7182,3.1962,-3.595,7,B,0.6667,1,DIVERGE,117.04,11.704,109.04,8,0,0.88,0.88,11.704,11.704,1,,,,,,,,,,,,0,0.000,-0.07878863,0.04695889,0.12574752
2038,PANW,ZS,TECH,2025-11-28,2025-12-29,SHORT_A_LONG_B,190.13,251.5,0.935973,0.5017,11.27,0.061496,0.32973,0.259881,0.9078,2.9908,-3.1356,1.089,-1.8806,8,B,0.7083,20,STALL,-70.13,-7.013,-78.13,8,1,1.89,2.74,-1.797,-7.863,1,2.1715,1.9126,1.1064,0.1586,-0.0958,-4.759,-7.863,-6.485,2.23,2.74,1.88,0,5.216,0.07416851,0.14850103,0.07433252
2039,PANW,ZS,TECH,2026-01-06,2026-01-14,SHORT_A_LONG_B,185.86,222.03,0.935973,0.5017,11.27,0.061496,0.32973,0.259881,0.9078,2.373,-1.5496,2.13,-0.533,7,B,0.6667,6,STALL,-59.99,-5.999,-67.99,8,1,2.95,3.28,-0.477,-5.999,1,2.5915,2.1436,,-0.1125,0.0264,-3.934,-4.871,,2.69,2.86,,0,5.522,0.16810496,0.22831588,0.06021092
2040,PANW,ZS,TECH,2026-02-06,2026-02-17,SHORT_A_LONG_B,159.32,167.33,0.935973,0.5017,11.27,0.061496,0.32973,0.259881,0.9078,2.9648,0.3188,1.0588,0.2669,8,B,0.7083,6,TRAIL,3.19,0.319,-4.81,8,1,4.27,6.09,1.023,-2.599,5,1.9386,0.9992,,0.3220,0.1085,-1.701,1.023,,5.18,4.28,,0,0.704,0.27876106,0.27569003,-0.00307103
2041,PANW,ZS,TECH,2026-03-12,2026-03-19,SHORT_A_LONG_B,168.12,151.61,0.935973,0.5017,11.27,0.061496,0.32973,0.259881,0.9078,2.039,2.7856,1.1368,2.5573,7,B,0.6667,5,TRAIL,13.76,1.376,5.76,8,1,8.25,8.32,2.234,1.376,4,1.1963,1.1368,,0.1033,0.0198,2.074,1.376,,8.2,8.25,,0,0.858,0.42486408,0.41134391,-0.01352017
2042,PANW,ZS,TECH,2026-04-01,2026-04-07,SHORT_A_LONG_B,160.67,136.67,0.935973,0.5017,11.27,0.061496,0.32973,0.259881,0.9078,2.0791,3.6598,2.2425,3.9853,7,B,0.6667,3,TRAIL,-20.14,-2.014,-28.14,8,0,10.54,10.54,1.155,-2.014,2,2.2425,,,-0.0947,-0.0947,-2.014,,,10.54,,,1,3.169,0.47663859,0.49591814,0.01927955
2044,CRWD,FTNT,TECH,2025-05-23,2025-06-25,SHORT_A_LONG_B,455.59,103.16,0.334816,0.2136,29.2,0.023735,0.477854,4.341656,0.9532,2.5052,1.6476,1.4219,2.2224,-2,D,0.2917,21,OVERTIME,-82.79,-8.279,-90.79,8,1,277.29,284.59,-1.07,-8.279,3,1.5267,2.0614,0.6926,0.4743,0.0185,-1.07,-5.4,-2.282,281.87,283.41,279.44,0,7.209,4.56929404,4.64870268,0.07940864
2045,CRWD,FTNT,TECH,2025-06-26,2025-07-02,SHORT_A_LONG_B,505.22,103.86,0.334816,0.2136,29.2,0.023735,0.477854,4.341656,0.9532,2.0224,2.3796,1.0164,2.2866,-3,D,0.25,4,TRAIL,12.73,1.273,4.73,8,1,285.49,286.94,2.142,-0.21,3,0.7367,,,0.2548,0.2319,2.142,,,285.27,,,0,0.869,4.67043051,4.65757591,-0.01285460
2046,CRWD,FTNT,TECH,2025-07-15,2025-07-22,LONG_A_SHORT_B,473.28,104.93,0.334816,0.2136,29.2,0.023735,0.477854,4.341656,0.9532,-2.173,1.8821,-1.4236,1.8535,-3,D,0.25,5,TRAIL,-3.95,-0.395,-11.95,8,1,280.84,283.03,1.112,-0.726,4,-1.3448,-1.4236,,0.2175,-0.0263,0.41,-0.395,,281.44,280.84,,1,1.507,4.60169197,4.59773425,-0.00395772
2047,CRWD,FTNT,TECH,2025-08-28,2025-08-29,SHORT_A_LONG_B,442,79.29,0.334816,0.2136,29.2,0.023735,0.477854,4.341656,0.9532,2.1594,2.0662,-0.1817,1.7761,-3,D,0.25,1,REVERT,39.21,3.921,31.21,8,1,298.1,298.1,3.921,3.921,1,,,,,,,,,,,,0,0.000,4.62712379,4.58704264,-0.04008115
2048,CRWD,FTNT,TECH,2025-09-15,2025-09-18,SHORT_A_LONG_B,444.77,81,0.334816,0.2136,29.2,0.023735,0.477854,4.341656,0.9532,2.3358,2.0597,3.6956,2.9452,-3,D,0.25,3,DIVERGE,-130.13,-13.013,-138.13,8,0,309.09,309.09,-0.458,-13.013,2,3.6956,,,-0.5041,-0.5041,-13.013,,,309.09,,,0,12.555,4.62622718,4.74856558,0.12233840
2049,CRWD,FTNT,TECH,2025-09-19,2025-09-26,SHORT_A_LONG_B,502.55,84.21,0.334816,0.2136,29.2,0.023735,0.477854,4.341656,0.9532,2.5857,2.8495,0.9977,2.5355,-2,D,0.2917,5,TRAIL,42.48,4.248,34.48,8,1,300.12,301.56,5.465,2.191,4,1.033,0.9977,,0.2669,0.0118,4.975,4.248,,300.12,300.12,,0,1.217,4.73535258,4.69196049,-0.04339209
2050,CRWD,FTNT,TECH,2025-10-23,2025-11-13,SHORT_A_LONG_B,521.98,84.93,0.334816,0.2136,29.2,0.023735,0.477854,4.341656,0.9532,2.5546,3.1035,0.2778,3.3248,-2,D,0.2917,15,REVERT,-30.32,-3.032,-38.32,8,1,286.83,307.39,-0.775,-7.855,1,2.5878,1.6296,1.0866,-0.0590,0.3588,-4.411,-3.487,-3.75,307.39,306.66,285.88,0,2.257,4.77043617,4.80100781,0.03057164
2051,CRWD,FTNT,TECH,2025-11-20,2025-12-03,LONG_A_SHORT_B,501.31,78.04,0.334816,0.2136,29.2,0.023735,0.477854,4.341656,0.9532,-2.1225,3.0161,-0.1025,3.1965,-3,D,0.25,8,REVERT,25.35,2.535,17.35,8,1,307.05,309.09,2.535,-2.474,8,-1.0765,-1.0455,,0.5216,0.4060,0.986,0.24,,308.67,307.9,,0,0.000,4.75835896,4.78328883,0.02492987
2052,CRWD,FTNT,TECH,2025-12-15,2026-01-07,LONG_A_SHORT_B,487.47,81.52,0.334816,0.2136,29.2,0.023735,0.477854,4.341656,0.9532,-2.4404,2.7077,-0.1327,2.6245,-3,D,0.25,15,REVERT,-11.4,-1.14,-19.4,8,1,302.02,303.48,-0.173,-5.457,1,-1.8508,-1.3929,-1.0422,0.1201,0.4447,-1.368,-0.979,-1.932,302.66,300.4,299.84,0,0.967,4.71575611,4.70425818,-0.01149793
2053,CRWD,FTNT,TECH,2026-01-20,2026-01-23,LONG_A_SHORT_B,442.73,75.46,0.334816,0.2136,29.2,0.023735,0.477854,4.341656,0.9532,-2.3223,2.1981,-1.9413,2.1652,-3,D,0.25,3,TRAIL,-5.38,-0.538,-13.38,8,1,283.28,304.73,1.535,-0.538,2,-1.9413,,,-0.0637,-0.0637,-0.538,,,283.28,,,1,2.073,4.64535053,4.64080049,-0.00455004
2054,CRWD,FTNT,TECH,2026-01-29,2026-02-13,LONG_A_SHORT_B,444.62,81.51,0.334816,0.2136,29.2,0.023735,0.477854,4.341656,0.9532,-2.4233,2.0421,-0.3842,1.6765,-3,D,0.25,11,REVERT,-50.33,-5.033,-58.33,8,1,280.34,298.27,-0.62,-14.113,1,-2.5792,-3.209,-1.0198,-0.1123,0.2652,-4.24,-14.113,-8.57,298.27,296.11,278.05,0,4.413,4.62378838,4.57328018,-0.05050820
2055,CRWD,FTNT,TECH,2026-02-23,2026-02-27,LONG_A_SHORT_B,350.33,75.6,0.334816,0.2136,29.2,0.023735,0.477854,4.341656,0.9532,-2.2298,0.4993,-1.0869,0.8258,-3,D,0.25,4,TRAIL,46.61,4.661,38.61,8,1,291.22,292.42,7.189,0.141,3,-0.8051,,,0.3766,0.1231,7.189,,,292.42,,,0,2.528,4.41064533,4.45575374,0.04510841
2056,CRWD,FTNT,TECH,2026-03-27,2026-04-07,LONG_A_SHORT_B,369.58,78.2,0.334816,0.2136,29.2,0.023735,0.477854,4.341656,0.9532,-2.143,0.8046,0.4725,1.6204,-3,D,0.25,6,REVERT,121.53,12.153,113.53,8,1,292.59,292.59,12.153,2.472,6,-0.9761,-0.6614,,0.2003,0.0840,5.158,6.104,,288.65,288.28,,0,0.000,4.45281576,4.56552716,0.11271140
2057,CRWD,ZS,TECH,2025-05-12,2025-05-27,LONG_A_SHORT_B,429.44,241.48,1.333069,0.3998,20.82,0.033298,0.492987,-1.173803,0.9347,-2.1687,-0.648,-0.2578,-0.5618,0,D,0.375,10,REVERT,12.29,1.229,4.29,8,1,-16.18,17,1.229,-3.245,10,-1.7561,-1.4523,-0.2578,0.0038,0.2915,-1.892,-2.65,1.229,-16.75,-16.93,-16.18,0,0.000,-1.25178389,-1.24141223,0.01037166
2058,CRWD,ZS,TECH,2025-05-30,2025-06-26,LONG_A_SHORT_B,471.37,275.7,1.333069,0.3998,20.82,0.033298,0.492987,-1.173803,0.9347,-2.1584,-1.3419,-0.2074,-2.2013,0,D,0.375,18,REVERT,-112.65,-11.265,-120.65,8,1,-18.42,19,-5.657,-13.963,2,-2.771,-2.0077,-0.9203,0.0407,0.1412,-12.52,-13.843,-10.73,-18.63,-19,-18.63,0,5.608,-1.33528988,-1.43870743,-0.10341755
2059,CRWD,ZS,TECH,2025-07-10,2025-07-28,SHORT_A_LONG_B,487.11,296.18,1.333069,0.3998,20.82,0.033298,0.492987,-1.173803,0.9347,3.1084,-1.8627,0.436,-1.8511,1,D,0.4167,12,REVERT,-1.49,-0.149,-9.49,8,1,-17.84,17.93,-0.025,-2.353,2,1.8281,1.6046,0.6113,0.3443,0.0584,-0.437,-0.904,-0.198,-17.92,-17.9,-17.88,0,0.124,-1.39796301,-1.39656282,0.00140019
2060,CRWD,ZS,TECH,2025-08-06,2025-08-08,LONG_A_SHORT_B,451.69,289.32,1.333069,0.3998,20.82,0.033298,0.492987,-1.173803,0.9347,-2.4701,-2.2305,-0.4051,-1.9685,0,D,0.375,2,REVERT,30.21,3.021,22.21,8,1,-18.39,18.45,3.021,1.841,2,,,,,0.3979,,,,,,,0,0.000,-1.44221771,-1.41068842,0.03152929
2061,CRWD,ZS,TECH,2025-08-19,2025-08-25,LONG_A_SHORT_B,418.6,274.92,1.333069,0.3998,20.82,0.033298,0.492987,-1.173803,0.9347,-2.0314,-2.2971,0.1481,-2.0786,0,D,0.375,4,REVERT,26.05,2.605,18.05,8,1,-18.55,18.7,2.605,0.677,4,-0.6785,,,0.2610,0.3069,1.632,,,-18.6,,,0,0.000,-1.45024059,-1.42393874,0.02630185
2062,CRWD,ZS,TECH,2025-09-02,2025-09-04,LONG_A_SHORT_B,413.5,274.57,1.333069,0.3998,20.82,0.033298,0.492987,-1.173803,0.9347,-2.1819,-2.3849,-0.0801,-2.1479,0,D,0.375,2,REVERT,28.17,2.817,20.17,8,1,-18.67,18.72,2.817,1.865,2,,,,,0.3337,,,,,,,0,0.000,-1.46080066,-1.43227594,0.02852472
2063,CRWD,ZS,TECH,2025-09-09,2025-09-11,LONG_A_SHORT_B,423.51,282.29,1.333069,0.3998,20.82,0.033298,0.492987,-1.173803,0.9347,-2.2803,-2.4933,-1.7975,-2.472,0,D,0.375,2,TRAIL,2.67,0.267,-5.33,8,1,-19.01,19.01,1.974,0.267,1,,,,,-0.4317,,,,,,,0,1.707,-1.47384527,-1.47128596,0.00255931
2064,CRWD,ZS,TECH,2025-09-18,2025-09-24,SHORT_A_LONG_B,502.63,291.11,1.333069,0.3998,20.82,0.033298,0.492987,-1.173803,0.9347,3.3981,-1.4108,1.4491,-1.5999,1,D,0.4167,4,TRAIL,21.69,2.169,13.69,8,1,-17.51,17.51,2.853,1.463,3,1.4293,,,0.2922,0.1210,2.853,,,-17.51,,,0,0.684,-1.34358158,-1.3663324,-0.02275082
2065,CRWD,ZS,TECH,2025-10-29,2025-11-05,SHORT_A_LONG_B,545.5,320.96,1.333069,0.3998,20.82,0.033298,0.492987,-1.173803,0.9347,2.2532,-1.812,0.1001,-2.0879,0,D,0.375,5,REVERT,33.04,3.304,25.04,8,1,-18.31,18.35,5.182,1.699,3,-1.2212,0.1001,,-0.0916,0.3737,5.182,3.304,,-18.33,-18.31,,0,1.878,-1.39186108,-1.42506124,-0.03320016
2066,CRWD,ZS,TECH,2025-11-12,2025-11-28,SHORT_A_LONG_B,545.86,317.08,1.333069,0.3998,20.82,0.033298,0.492987,-1.173803,0.9347,2.4334,-1.6718,2.4397,0.3166,0,D,0.375,11,STALL,-208.48,-20.848,-216.48,8,0,-23.66,23.66,-0.619,-20.848,1,2.5794,1.8699,2.8468,-0.1078,-0.5055,-6.371,-5.995,-19.254,-17.47,-17.49,-23.61,0,20.229,-1.37498804,-1.13570135,0.23928669
2067,CRWD,ZS,TECH,2025-12-01,2025-12-18,SHORT_A_LONG_B,504.13,243.28,1.333069,0.3998,20.82,0.033298,0.492987,-1.173803,0.9347,2.3193,0.6022,0.4405,0.7165,0,D,0.375,13,REVERT,-13.5,-1.35,-21.5,8,1,-14.44,14.44,-1.317,-3.965,5,1.6283,1.2283,0.9292,0.1948,0.0982,-2.567,-1.317,-3.802,-14.15,-14.33,-14.15,0,0.033,-1.10133166,-1.08757691,0.01375475
2068,CRWD,ZS,TECH,2026-01-08,2026-01-29,SHORT_A_LONG_B,463.87,220.32,1.333069,0.3998,20.82,0.033298,0.492987,-1.173803,0.9347,2.4879,1.0087,1.9464,1.6936,0,D,0.375,14,STALL,-77.64,-7.764,-85.64,8,1,-14.73,14.73,-1.682,-7.764,6,2.1158,1.9468,1.1675,0.4938,-0.4426,-2.997,-3.981,-4.021,-13.78,-13.79,-14.14,0,6.082,-1.05241174,-0.96999599,0.08241575
2069,CRWD,ZS,TECH,2026-02-03,2026-02-26,SHORT_A_LONG_B,421.73,188.05,1.333069,0.3998,20.82,0.033298,0.492987,-1.173803,0.9347,2.3371,1.9717,-0.2759,2.4211,0,D,0.375,16,REVERT,-50.33,-5.033,-58.33,8,1,-17.79,17.79,-0.092,-14.807,1,3.0523,1.8629,1.2155,-0.3220,0.1937,-8.469,-7.741,-9.87,-13.81,-13.62,-13.62,0,4.941,-0.93652836,-0.88244837,0.05407999
2070,CRWD,ZS,TECH,2026-03-10,2026-03-20,SHORT_A_LONG_B,436.33,156.61,1.333069,0.3998,20.82,0.033298,0.492987,-1.173803,0.9347,2.1042,4.2811,0.4502,4.1133,0,D,0.375,8,REVERT,18.88,1.888,10.88,8,1,-9.72,9.82,1.888,-5.45,8,1.6331,0.9388,,0.2072,0.1581,-3.675,0.198,,-9.11,-9.78,,0,0.000,-0.65861087,-0.67880861,-0.02019774
2071,CRWD,ZS,TECH,2026-04-07,2026-04-09,SHORT_A_LONG_B,423.23,142.09,1.333069,0.3998,20.82,0.033298,0.492987,-1.173803,0.9347,2.066,5.1056,3.1287,6.1931,0,D,0.375,2,DIVERGE,-118.87,-11.887,-126.87,8,0,-11.87,11.87,-4.753,-11.887,1,,,,,-0.2238,,,,,,,0,7.134,-0.55938891,-0.42852774,0.13086117
2073,FTNT,ZS,TECH,2025-05-30,2025-07-01,LONG_A_SHORT_B,101.78,275.7,1.776516,0.3727,19.94,0.034764,0.708833,-4.906859,0.9321,-2.6128,-2.6758,-0.549,-3.7773,3,D,0.5,21,OVERTIME,-197.36,-19.736,-205.36,8,1,-52.78,52.95,-10.586,-24.223,1,-2.2171,-1.7118,-1.1755,0.2201,0.2949,-13.786,-14.506,-17.848,-52.69,-52.55,-52.85,0,9.150,-5.35998864,-5.54651003,-0.18652139
2074,FTNT,ZS,TECH,2025-07-10,2025-07-30,SHORT_A_LONG_B,100.2,296.18,1.776516,0.3727,19.94,0.034764,0.708833,-4.906859,0.9321,2.1079,-3.5199,0.2277,-3.1279,2,D,0.4583,14,REVERT,-65.75,-6.575,-73.75,8,1,-52.41,52.72,-2.725,-12.534,1,2.8798,2.1991,1.2736,-0.0039,0.1596,-9.087,-10.643,-11.687,-52.23,-52.15,-52.06,0,3.850,-5.50292858,-5.43655025,0.06637833
2075,FTNT,ZS,TECH,2025-08-07,2025-08-19,LONG_A_SHORT_B,75.3,272.5,1.776516,0.3727,19.94,0.034764,0.708833,-4.906859,0.9321,-3.6512,-4.3328,-1.0531,-4.2107,3,D,0.5,8,TRAIL,21.27,2.127,13.27,8,1,-54.11,54.93,4.298,-0.109,7,-1.7281,-1.2392,,0.3251,0.0279,2.3,3.574,,-54.42,-54.28,,0,2.171,-5.64058169,-5.61990712,0.02067457
2076,FTNT,ZS,TECH,2025-09-11,2025-09-17,LONG_A_SHORT_B,80.89,286.66,1.776516,0.3727,19.94,0.034764,0.708833,-4.906859,0.9321,-2.1646,-4.4413,-0.0705,-4.2185,2,D,0.4583,4,REVERT,37.2,3.72,29.2,8,1,-54.5,54.64,3.72,0.655,4,-0.9791,,,0.2157,0.4468,1.54,,,-54.55,,,0,0.000,-5.65896687,-5.62122145,0.03774542
2077,FTNT,ZS,TECH,2025-09-18,2025-09-22,LONG_A_SHORT_B,80.99,291.11,1.776516,0.3727,19.94,0.034764,0.708833,-4.906859,0.9321,-2.2125,-4.5957,-0.3415,-4.3261,2,D,0.4583,2,REVERT,46.83,4.683,38.83,8,1,-54.33,54.41,4.683,2.047,2,,,,,0.4997,,,,,,,0,0.000,-5.68509738,-5.63945922,0.04563816
2078,FTNT,ZS,TECH,2025-09-30,2025-10-07,LONG_A_SHORT_B,84.08,299.66,1.776516,0.3727,19.94,0.034764,0.708833,-4.906859,0.9321,-2.1309,-4.6782,0.4488,-4.3748,2,D,0.4583,5,REVERT,50.96,5.096,42.96,8,1,-54.58,54.58,5.096,-2.067,5,-1.677,0.4488,,0.1891,0.4094,-1.375,5.096,,-54.52,-54.58,,0,0.000,-5.69907976,-5.64769364,0.05138612
2079,FTNT,ZS,TECH,2025-10-08,2025-10-16,LONG_A_SHORT_B,86.46,313.89,1.776516,0.3727,19.94,0.034764,0.708833,-4.906859,0.9321,-2.2631,-5.0001,-0.2362,-4.7299,2,D,0.4583,6,REVERT,44.52,4.452,36.52,8,1,-54.78,54.85,4.452,-2.133,6,-1.7427,-0.5293,,0.1221,0.1411,-2.133,3.2,,-54.79,-54.8,,0,0.000,-5.75358659,-5.70783081,0.04575578
2080,FTNT,ZS,TECH,2025-10-23,2025-11-12,LONG_A_SHORT_B,84.93,318.77,1.776516,0.3727,19.94,0.034764,0.708833,-4.906859,0.9321,-2.0202,-5.2674,-0.2074,-5.4088,2,D,0.4583,14,REVERT,-23.43,-2.343,-31.43,8,1,-55.35,55.35,-1.611,-8.766,9,-2.0284,-1.3223,-1.1023,0.0283,0.4432,-4.583,-2.682,-4.695,-55.15,-55.17,-55.11,0,0.732,-5.79884766,-5.82280645,-0.02395879
2081,FTNT,ZS,TECH,2025-11-14,2025-11-26,SHORT_A_LONG_B,82.31,299.45,1.776516,0.3727,19.94,0.034764,0.708833,-4.906859,0.9321,2.0492,-4.7965,2.8291,-3.1131,2,D,0.4583,8,DIVERGE,-260.3,-26.03,-268.3,8,0,-58.65,58.65,-1.137,-26.03,2,1.8529,2.3165,,0.1615,-0.3587,-1.398,-10.308,,-54.82,-54.92,,0,24.893,-5.71911057,-5.43403172,0.28507885
2082,FTNT,ZS,TECH,2025-11-28,2025-12-30,SHORT_A_LONG_B,81.13,251.5,1.776516,0.3727,19.94,0.034764,0.708833,-4.906859,0.9321,2.3394,-3.0511,1.1514,-2.0553,2,D,0.4583,21,OVERTIME,-159.99,-15.999,-167.99,8,1,-53.32,53.52,-6.379,-16.203,8,1.7224,1.5742,1.0815,0.1938,-0.0366,-7.547,-13.367,-12.094,-53.06,-52.66,-53.32,0,9.620,-5.42354025,-5.25490236,0.16863789
2083,FTNT,ZS,TECH,2026-01-09,2026-01-15,SHORT_A_LONG_B,79.22,216.73,1.776516,0.3727,19.94,0.034764,0.708833,-4.906859,0.9321,2.5198,-1.6309,1.9962,-1.5491,3,D,0.5,4,TRAIL,-13.8,-1.38,-21.8,8,1,-52.59,52.59,1.556,-1.38,3,1.4508,,,0.2429,-0.0791,1.556,,,-52.59,,,1,2.936,-5.18303516,-5.16918893,0.01384623
2084,FTNT,ZS,TECH,2026-01-20,2026-01-22,SHORT_A_LONG_B,75.46,206.32,1.776516,0.3727,19.94,0.034764,0.708833,-4.906859,0.9321,2.186,-1.4016,1.9666,-1.3357,2,D,0.4583,2,TRAIL,-11.49,-1.149,-19.49,8,1,-52.35,52.55,1.631,-1.149,1,,,,,-0.1784,,,,,,,1,2.780,-5.14421416,-5.13304438,0.01116978
2085,FTNT,ZS,TECH,2026-01-23,2026-01-27,SHORT_A_LONG_B,81.64,209.62,1.776516,0.3727,19.94,0.034764,0.708833,-4.906859,0.9321,2.3374,-1.1033,0.4342,-1.5895,2,D,0.4583,2,REVERT,84.32,8.432,76.32,8,1,-52.48,52.48,8.432,2.427,2,,,,,0.5990,,,,,,,0,0.000,-5.0936872,-5.17602453,-0.08233733
